Symbol,Price~,"Exp Date",DTE,Type,Strike,Moneyness,Bid,Latest,Ask,Volume,"Open Int",Vol/OI,"Imp Vol",IV,Delta,Time
QQQ,717.42,2026-09-04,1,Put,713.00,-0.46%,1.52,1.53,1.53,14535,1063,13.67,18.04%,21.85%,-0.293513,"11:45 ET"
GLD,412.6,2026-09-04,1,Call,409.00,+1.08%,4.2,4.3,4.4,4558,339,13.45,24.88%,30.90%,0.668107,"11:46 ET"
SPY,772.75,2026-09-09,6,Put,768.00,-0.51%,1.89,1.92,1.91,3541,270,13.11,12.51%,10.02%,-0.300286,"11:45 ET"
SPY,772.75,2026-09-10,7,Put,767.00,-0.64%,2.1,2.12,2.11,2456,190,12.93,12.51%,10.68%,-0.291559,"11:45 ET"
QQQ,717.42,2026-09-08,5,Call,717.00,-0.10%,4.58,4.58,4.62,2605,217,12,18.04%,12.73%,0.527549,"11:46 ET"
DIA,537.18,2026-09-25,22,Call,535.00,+0.28%,7.5,6.5,7.7,1665,140,11.89,12.19%,11.09%,0.594098,"11:04 ET"
SPY,772.75,2026-09-18,15,Call,779.00,-0.91%,4.52,4.55,4.55,38730,3298,11.74,12.51%,10.95%,0.382995,"11:46 ET"
SMH,549.94,2026-09-03,0,Call,550.00,-0.29%,1.35,1.7,1.97,1610,138,11.67,31.24%,15.02%,0.491696,"11:45 ET"
IBIT,45.83,2026-09-04,1,Put,45.50,-0.35%,0.35,0.35,0.36,4906,442,11.1,40.49%,49.90%,-0.407303,"11:46 ET"
USO,142.06,2026-09-11,8,Call,144.00,-0.62%,2.41,3.3,2.77,1832,168,10.9,43.47%,41.86%,0.419375,"11:08 ET"
SPY,772.75,2026-09-04,1,Put,768.00,-0.51%,0.79,0.79,0.8,36828,3437,10.72,12.51%,15.64%,-0.218663,"11:46 ET"
SPY,772.75,2026-09-15,12,Call,795.00,-2.98%,0.24,0.26,0.26,2955,284,10.4,12.51%,9.03%,0.047882,"11:44 ET"
IWM,295.06,2026-09-03,0,Put,294.00,-0.31%,0.11,0.12,0.12,50821,4909,10.35,17.14%,8.14%,-0.171636,"11:46 ET"
QQQ,717.42,2026-09-04,1,Put,716.00,-0.04%,2.42,2.44,2.44,7482,731,10.24,18.04%,20.57%,-0.42623,"11:46 ET"
SPY,772.75,2026-09-04,1,Call,769.00,+0.38%,5.08,5.1,5.12,37113,3699,10.03,12.51%,16.99%,0.715661,"11:46 ET"
SPY,772.75,2026-09-08,5,Put,769.00,-0.38%,1.69,1.69,1.7,3458,351,9.85,12.51%,9.30%,-0.312029,"11:44 ET"
TQQQ,71.99,2026-09-04,1,Put,70.50,-1.59%,0.42,0.45,0.44,4390,469,9.36,52.84%,67.20%,-0.271987,"11:45 ET"
SPY,772.75,2026-09-10,7,Put,748.00,-3.10%,0.31,0.34,0.32,2427,262,9.26,12.51%,14.50%,-0.048457,"11:38 ET"
QQQ,717.42,2026-09-04,1,Put,712.00,-0.59%,1.3,1.31,1.31,20126,2182,9.22,18.04%,22.32%,-0.257153,"11:46 ET"
QQQ,717.42,2026-09-03,0,Put,720.00,+0.52%,3.08,3.12,3.13,3581,390,9.18,18.04%,9.66%,-0.766749,"11:46 ET"
IGV,106.92,2026-09-04,1,Put,106.00,-0.78%,0.34,0.45,0.79,4704,526,8.94,30.96%,43.97%,-0.34054,"11:46 ET"
DRAM,55.58,2026-09-09,6,Put,54.00,-2.49%,0.7,0.68,0.71,1798,202,8.9,55.06%,46.87%,-0.316619,"11:45 ET"
QQQ,717.42,2026-09-03,0,Call,720.00,-0.52%,0.33,0.33,0.34,71346,8062,8.85,18.04%,8.17%,0.197977,"11:46 ET"
XLE,65.19,2026-10-16,43,Put,63.00,-3.83%,1.29,1.3,1.31,26926,3115,8.64,25.11%,26.36%,-0.3222,"11:46 ET"
GLD,412.6,2026-09-03,0,Call,410.00,+0.84%,1.74,1.84,2.03,4124,487,8.47,24.88%,6.33%,0.912371,"11:45 ET"
DRAM,55.58,2026-09-04,1,Call,54.50,+1.59%,1.28,1.3,1.3,1208,143,8.45,55.06%,62.50%,0.706985,"11:44 ET"
SPY,772.75,2028-06-16,652,Call,"1,020.00",-32.13%,10.14,10.1,10.24,1008,120,8.4,12.51%,14.42%,0.144289,"11:38 ET"
SPY,772.75,2026-09-15,12,Call,780.00,-1.04%,2.85,2.82,2.87,1503,179,8.4,12.51%,9.81%,0.322381,"11:44 ET"
QQQ,717.42,2026-09-04,1,Call,713.00,+0.46%,6,6.02,6.06,25375,3060,8.29,18.04%,22.65%,0.700348,"11:46 ET"
QQQ,717.42,2026-09-08,5,Call,712.00,+0.59%,7.83,7.93,7.95,3233,399,8.1,18.04%,13.51%,0.694435,"11:46 ET"
QQQ,717.42,2026-09-04,1,Put,711.00,-0.73%,1.11,1.11,1.12,19255,2386,8.07,18.04%,22.79%,-0.224519,"11:46 ET"
SOXL,105.52,2026-09-04,1,Call,104.00,+0.54%,3.05,3.55,4,1529,190,8.05,104.35%,123.33%,0.601473,"11:33 ET"
QQQ,717.42,2026-09-04,1,Call,714.00,+0.32%,5.26,5.26,5.32,19401,2422,8.01,18.04%,22.18%,0.66114,"11:46 ET"
QQQ,717.42,2026-09-08,5,Call,713.00,+0.46%,7.12,7.25,7.21,3472,434,8,18.04%,13.34%,0.664543,"11:45 ET"
QQQ,717.42,2026-09-04,1,Call,716.00,+0.04%,3.92,3.95,3.94,12983,1656,7.84,18.04%,21.24%,0.572105,"11:46 ET"
QQQ,717.42,2026-09-04,1,Put,714.00,-0.32%,1.78,1.77,1.79,9353,1208,7.74,18.04%,21.42%,-0.334039,"11:46 ET"
QQQ,717.42,2027-06-17,287,Call,"1,040.00",-45.20%,1.72,1.7,2,3000,391,7.67,18.04%,20.69%,0.037632,"11:12 ET"
QQQ,717.42,2026-09-04,1,Call,717.50,-0.17%,3.04,3.04,3.06,5747,749,7.67,18.04%,20.68%,0.497219,"11:46 ET"
SPY,772.75,2026-09-25,22,Put,727.00,-5.82%,1.29,1.49,1.31,1314,172,7.64,12.51%,18.48%,-0.080295,"10:59 ET"
SPY,772.75,2026-09-10,7,Put,768.00,-0.51%,2.34,2.35,2.35,769,101,7.61,12.51%,10.49%,-0.319737,"11:46 ET"
XLE,65.19,2026-09-04,1,Put,65.00,-0.78%,0.24,0.26,0.26,9322,1238,7.53,25.11%,27.26%,-0.381645,"11:43 ET"
USO,142.06,2026-09-18,15,Put,143.00,-0.08%,4.95,5.3,5.35,940,126,7.46,43.47%,40.24%,-0.519089,"11:45 ET"
SPY,772.75,2026-09-08,5,Call,756.00,+2.07%,16.91,17.32,17.58,1739,244,7.13,12.51%,10.74%,0.962834,"11:45 ET"
SPY,772.75,2026-09-09,6,Call,757.00,+1.94%,16.27,16.46,16.9,707,102,6.93,12.51%,11.80%,0.919714,"11:26 ET"
GDX,101.01,2026-09-11,8,Call,107.00,-5.87%,0.71,0.8,0.84,3042,442,6.88,45.05%,45.02%,0.209769,"11:38 ET"
SPY,772.75,2026-09-10,7,Call,779.00,-0.91%,1.71,1.64,1.72,1838,268,6.86,12.51%,9.21%,0.281949,"11:42 ET"
DIA,537.18,2026-09-11,8,Put,530.00,-1.21%,1.12,1.15,1.19,2584,377,6.85,12.19%,12.02%,-0.211589,"11:45 ET"
BITX,18.8,2026-09-11,8,Put,17.50,-6.42%,0.27,0.31,0.33,1106,163,6.79,80.23%,72.55%,-0.239594,"11:36 ET"
QQQ,717.42,2026-09-08,5,Call,711.00,+0.73%,8.58,8.55,8.71,2106,314,6.71,18.04%,13.70%,0.722274,"11:40 ET"
SPY,772.75,2026-09-04,1,Call,771.00,+0.12%,3.59,3.63,3.62,29025,4414,6.58,12.51%,15.87%,0.616788,"11:46 ET"
SPY,772.75,2026-10-09,36,Call,774.00,-0.26%,11.96,12.04,11.99,978,149,6.56,12.51%,11.88%,0.520296,"11:34 ET"
QQQ,717.42,2026-09-03,0,Call,710.00,+0.87%,7.27,7.3,7.42,37819,5787,6.54,18.04%,8.23%,0.99237,"11:46 ET"
ETHA,18.83,2026-09-25,22,Call,19.00,-1.28%,0.86,0.87,0.87,1553,239,6.5,52.28%,51.26%,0.496797,"11:46 ET"
QQQ,717.42,2026-09-03,0,Call,722.00,-0.80%,0.12,0.13,0.13,21882,3367,6.5,18.04%,8.86%,0.083047,"11:46 ET"
SPY,772.75,2026-09-03,0,Call,767.00,+0.64%,5.77,5.85,5.9,38923,6014,6.47,12.51%,5.70%,0.994999,"11:46 ET"
ARKK,86.65,2026-12-18,106,Put,80.00,-7.28%,3.75,3.91,3.95,2545,394,6.46,35.52%,39.07%,-0.298513,"11:43 ET"
SPY,772.75,2026-09-08,5,Call,757.00,+1.94%,15.96,16.47,16.63,1129,178,6.34,12.51%,10.82%,0.952333,"11:46 ET"
SPY,772.75,2026-09-16,13,Put,760.00,-1.55%,2.55,2.56,2.57,836,133,6.29,12.51%,12.90%,-0.231367,"11:46 ET"
SSPC,9.36,2026-12-18,106,Call,12.00,-28.07%,1.25,1.34,1.4,1116,178,6.27,98.44%,106.71%,0.447186,"11:42 ET"
QQQ,717.42,2026-09-04,1,Call,717.00,-0.10%,3.32,3.34,3.34,14032,2246,6.25,18.04%,20.86%,0.52274,"11:46 ET"
SPY,772.75,2026-09-04,1,Put,767.00,-0.64%,0.63,0.64,0.64,21575,3476,6.21,12.51%,16.00%,-0.180142,"11:46 ET"
DRAM,55.58,2026-09-09,6,Call,58.00,-4.73%,0.39,0.41,0.41,1930,312,6.19,55.06%,44.39%,0.225425,"11:40 ET"
SPY,772.75,2026-09-08,5,Call,745.00,+3.49%,27.98,28.27,28.42,685,112,6.12,12.51%,15.51%,0.979679,"11:45 ET"
QQQ,717.42,2026-09-08,5,Put,711.00,-0.73%,2.07,2.08,2.09,2756,454,6.07,18.04%,13.99%,-0.282967,"11:46 ET"
BITX,18.8,2026-09-11,8,Call,18.50,+1.07%,0.95,1,1.03,666,110,6.05,80.23%,76.92%,0.573973,"11:43 ET"
IBIT,45.83,2026-09-14,11,Call,48.00,-5.12%,0.46,0.5,0.49,1537,254,6.05,40.49%,39.55%,0.259175,"11:44 ET"
SPY,772.75,2026-09-08,5,Call,758.00,+1.81%,15.25,15.31,15.66,1531,254,6.03,12.51%,11.72%,0.925735,"11:44 ET"
SOXL,105.52,2026-09-04,1,Call,100.00,+4.36%,6.05,6.35,6.4,2595,430,6.03,104.35%,120.19%,0.812121,"11:45 ET"
QQQ,717.42,2026-09-04,1,Put,717.50,+0.17%,3.04,3.05,3.05,3048,512,5.95,18.04%,19.98%,-0.503697,"11:46 ET"
SOXL,105.52,2026-09-04,1,Call,105.00,-0.42%,2.74,2.9,2.9,4771,802,5.95,104.35%,116.11%,0.544494,"11:46 ET"
QQQ,717.42,2026-09-08,5,Put,714.00,-0.32%,2.89,2.88,2.92,1557,263,5.92,18.04%,13.43%,-0.371273,"11:43 ET"
QQQ,717.42,2026-09-08,5,Call,715.00,+0.18%,5.8,5.76,5.86,4280,723,5.92,18.04%,13.08%,0.598759,"11:46 ET"
EWY,178.93,2026-09-18,15,Put,125.00,-30.02%,0,0.1,0.15,16200,2781,5.83,41.01%,75.70%,-0.007868,"11:27 ET"
QQQ,717.42,2026-09-04,1,Call,712.50,+0.52%,6.39,6.25,6.45,10982,1894,5.8,18.04%,22.94%,0.718139,"11:41 ET"
SPY,772.75,2026-09-04,1,Call,773.00,-0.13%,2.32,2.32,2.34,25261,4386,5.76,12.51%,14.81%,0.4934,"11:46 ET"
EWY,178.93,2027-03-19,197,Put,140.00,-21.62%,6.35,7.18,8.5,1500,262,5.73,41.01%,47.06%,-0.184349,"10:12 ET"
SPY,772.75,2026-09-16,13,Call,765.00,+0.90%,12.25,12.43,12.55,844,149,5.66,12.51%,12.69%,0.683234,"11:33 ET"
GLD,412.6,2026-09-03,0,Call,409.00,+1.08%,2.63,3.17,3.1,1314,232,5.66,24.88%,8.02%,0.951208,"11:45 ET"
SMH,549.94,2026-09-03,0,Call,555.00,-1.20%,0.19,0.24,0.31,822,146,5.63,31.24%,15.02%,0.118968,"11:45 ET"
SPY,772.75,2026-09-08,5,Put,773.00,+0.13%,3.04,3.05,3.05,887,158,5.61,12.51%,8.53%,-0.496062,"11:46 ET"
SPY,772.75,2026-09-08,5,Call,750.00,+2.84%,22.76,23.45,23.48,1355,243,5.58,12.51%,10.60%,0.992774,"11:29 ET"
SPY,772.75,2026-09-14,11,Put,775.00,+0.39%,6.01,6.14,6.03,656,118,5.56,12.51%,9.62%,-0.550609,"11:39 ET"
QQQ,717.42,2026-09-09,6,Call,728.00,-1.64%,1.17,1.13,1.2,2558,461,5.55,18.04%,12.48%,0.189214,"11:44 ET"
QQQ,717.42,2026-09-09,6,Put,713.00,-0.46%,3.26,3.32,3.3,711,130,5.47,18.04%,14.48%,-0.359286,"11:40 ET"
BNO,56.14,2026-09-11,8,Call,55.00,+2.81%,1.85,2.27,2.6,1311,240,5.46,49.05%,51.93%,0.60434,"10:29 ET"
IBIT,45.83,2026-09-09,6,Call,47.50,-4.03%,0.32,0.35,0.34,560,103,5.44,40.49%,39.88%,0.24422,"11:41 ET"
ASHR,34.08,2026-12-18,106,Call,37.00,-8.63%,0.42,0.44,0.52,973,179,5.44,18.65%,18.16%,0.248333,"11:33 ET"
MSTX,16.13,2026-09-18,15,Call,16.00,-0.13%,1.82,1.9,2.16,759,140,5.42,149.84%,153.14%,0.564401,"11:42 ET"
SPY,772.75,2026-09-04,1,Call,770.00,+0.25%,4.29,4.3,4.33,53623,9924,5.4,12.51%,16.29%,0.670661,"11:46 ET"
QQQ,717.42,2026-09-10,7,Call,713.00,+0.46%,8.64,8.8,8.71,878,163,5.39,18.04%,15.14%,0.629123,"11:43 ET"
TQQQ,71.99,2026-10-02,29,Call,85.00,-18.65%,0.41,0.5,0.53,3188,591,5.39,52.84%,45.24%,0.111463,"11:29 ET"
COPX,91.21,2026-09-11,8,Put,85.00,-6.86%,0.3,0.4,0.45,977,185,5.28,43.84%,42.82%,-0.126784,"11:04 ET"
QQQ,717.42,2026-09-04,1,Call,712.00,+0.59%,6.78,6.86,6.84,20050,3831,5.23,18.04%,23.17%,0.735531,"11:45 ET"
SPY,772.75,2026-09-08,5,Call,759.00,+1.68%,14.09,14.28,14.72,1079,207,5.21,12.51%,10.72%,0.929672,"11:45 ET"
SPY,772.75,2026-09-09,6,Put,767.00,-0.64%,1.67,1.71,1.68,1597,308,5.19,12.51%,10.21%,-0.269635,"11:42 ET"
QQQ,717.42,2026-09-11,8,Call,717.00,-0.10%,7.2,7.28,7.27,2497,481,5.19,18.04%,16.06%,0.524601,"11:46 ET"
AIQ,64.11,2026-09-18,15,Call,67.00,-4.62%,0.25,0.3,0.35,873,169,5.17,26.15%,22.95%,0.187388,"11:17 ET"
SPY,772.75,2026-09-11,8,Call,751.00,+2.72%,22.94,23.21,23.42,800,155,5.16,12.51%,15.87%,0.895358,"11:45 ET"
IGV,106.92,2026-09-04,1,Call,106.00,+0.78%,1.32,1.47,1.51,1872,363,5.16,30.96%,37.56%,0.683723,"11:39 ET"
QQQ,717.42,2026-09-04,1,Put,717.00,+0.10%,2.82,2.82,2.83,6716,1313,5.12,18.04%,20.16%,-0.477248,"11:46 ET"
QQQ,717.42,2026-09-08,5,Call,716.00,+0.04%,5.17,5.13,5.23,1738,341,5.1,18.04%,12.91%,0.563835,"11:45 ET"
SPY,772.75,2026-09-08,5,Put,767.00,-0.64%,1.25,1.26,1.26,3773,741,5.09,12.51%,9.69%,-0.24162,"11:46 ET"
SPY,772.75,2026-09-04,1,Call,774.00,-0.26%,1.8,1.8,1.81,26572,5314,5,12.51%,14.39%,0.425056,"11:46 ET"
VXX,17.9,2026-10-16,43,Call,17.00,+5.13%,1.74,1.81,1.86,903,181,4.99,55.60%,52.64%,0.655451,"10:37 ET"
SPY,772.75,2026-09-10,7,Call,785.00,-1.69%,0.45,0.43,0.46,1363,277,4.92,12.51%,8.62%,0.103832,"11:44 ET"
SPY,772.75,2026-09-08,5,Put,772.00,+0.01%,2.63,2.62,2.65,1578,329,4.8,12.51%,8.73%,-0.445219,"11:46 ET"
IBIT,45.83,2026-12-18,106,Call,65.00,-42.36%,0.57,0.6,0.59,22530,4767,4.73,40.49%,47.23%,0.113561,"11:31 ET"
SPY,772.75,2026-09-16,13,Call,775.00,-0.39%,5.84,5.82,5.87,650,138,4.71,12.51%,11.24%,0.469416,"11:42 ET"
SLV,60.72,2028-06-16,652,Call,114.00,-87.28%,6,6.11,6.55,614,133,4.62,44.56%,51.57%,0.320034,"11:44 ET"
SPY,772.75,2026-09-08,5,Call,768.00,+0.51%,6.54,6.54,6.73,3137,687,4.57,12.51%,9.75%,0.721256,"11:45 ET"
TQQQ,71.99,2026-09-18,15,Put,63.00,-12.06%,0.69,0.68,0.72,8797,1944,4.53,52.84%,64.87%,-0.138223,"11:37 ET"
XLF,58.4,2026-09-25,22,Put,58.00,-0.65%,0.64,0.67,0.69,2765,616,4.49,15.06%,15.62%,-0.406365,"11:38 ET"
QQQ,717.42,2026-09-08,5,Call,726.00,-1.36%,1.09,1.06,1.11,2154,489,4.4,18.04%,11.71%,0.201395,"11:45 ET"
SPY,772.75,2026-09-10,7,Call,755.00,+2.20%,18.47,19.06,19.09,879,204,4.31,12.51%,12.85%,0.911187,"11:30 ET"
XLK,185.56,2027-03-19,197,Put,155.00,-16.35%,3.7,3.7,4.6,500,117,4.27,24.81%,31.36%,-0.165086,"10:46 ET"
SPY,772.75,2026-09-10,7,Put,772.00,+0.01%,3.62,3.62,3.64,692,163,4.25,12.51%,9.82%,-0.454347,"11:46 ET"
IWM,295.06,2026-09-03,0,Call,293.00,+0.64%,2.17,2.25,2.26,5992,1411,4.25,17.14%,9.07%,0.942353,"11:43 ET"
XLP,85.51,2026-10-16,43,Call,91.00,-6.58%,0.23,0.23,0.29,520,123,4.23,15.04%,14.53%,0.125286,"11:35 ET"
QQQ,717.42,2026-09-09,6,Call,711.00,+0.73%,9.29,9.28,9.43,530,126,4.21,18.04%,14.63%,0.695399,"11:40 ET"
