Symbol,Price~,"Exp Date",Type,Strike,DTE,"Bid x Size","Ask x Size",Trade,Size,Side,Premium,Volume,"Open Int",IV,Delta,Code,*,Time
DELL,541.9201,2026-09-11,Put,550,0,"12.50 x 124","12.95 x 1",12.5,421,bid,526200,517,340,52.44%,-0.7010850194,AUTO,N/A,"09:37:04 ET"
DELL,547.155,2026-09-11,Call,517.5,0,"29.65 x 4","33.05 x 3",31.35,150,mid,470200,228,434,100.08%,0.864176535724,MLET,N/A,"09:46:50 ET"
DELL,564.34,2026-09-11,Call,545,0,"19.70 x 1","20.25 x 1",20.09,225,mid,452000,4977,2681,61.62%,0.8660338199072,MLFT,N/A,"10:55:35 ET"
DELL,559.23,2026-09-18,Put,592.5,7,"40.70 x 2","41.30 x 1",41,104,mid,426400,258,0,61.80%,-0.7352309596,MLET,N/A,"11:15:24 ET"
DELL,559.82,2026-11-20,Put,510,70,"36.85 x 124","38.10 x 22",38.1,107,ask,407600,603,648,65.77%,-0.3135039502,AUTO,N/A,"10:15:43 ET"
DELL,564.34,2026-09-11,Call,547.5,0,"17.30 x 2","18.10 x 1",17.59,225,mid,395700,3838,2251,59.97%,0.83905874698791,MLFT,N/A,"10:55:35 ET"
DELL,559.23,2026-09-18,Put,587.5,7,"36.95 x 2","37.45 x 1",37.2,104,mid,386800,259,0,61.73%,-0.7018843731,MLET,N/A,"11:15:24 ET"
DELL,541.9201,2026-10-02,Put,540,21,"30.00 x 123","32.40 x 57",30,123,bid,369000,173,27,61.11%,-0.4572104525,AUTO,SellToOpen,"09:41:21 ET"
DELL,557.44,2026-10-02,Put,530,21,"17.75 x 50","18.40 x 200",18.4,200,ask,367900,427,18,59.02%,-0.3305219784,AUTO,N/A,"14:58:01 ET"
DELL,557.735,2026-09-18,Put,547.5,7,"15.00 x 200","15.25 x 9",15,200,bid,300000,313,12,66.48%,-0.400190967,AUTO,SellToOpen,"10:00:20 ET"
DELL,560.15,2026-09-11,Call,535,0,"25.00 x 30","25.10 x 1",25,120,bid,300000,1068,971,30.31%,0.99828521280677,AUTO,N/A,"10:06:38 ET"
DELL,561.26,2026-09-18,Call,550,7,"25.00 x 4","25.30 x 1",25.19,119,mid,299700,1433,3114,61.16%,0.61360472425151,MLET,N/A,"12:32:17 ET"
DELL,565.1042,2026-09-18,Put,560,7,"16.65 x 11","16.80 x 159",16.8,171,ask,287200,875,91,63.46%,-0.4392107838,AUTO,N/A,"10:23:46 ET"
DELL,547.155,2026-10-16,Call,700,35,"5.40 x 87","6.00 x 322",6,400,ask,240000,842,2176,63.87%,0.12897590960584,AUTO,N/A,"09:45:34 ET"
DELL,564.34,2026-09-11,Call,555,0,"11.60 x 1","12.10 x 1",11.91,200,mid,238200,3070,1052,52.76%,0.73424772551004,MLET,N/A,"10:53:23 ET"
DELL,541.9201,2026-09-11,Call,545,0,"4.25 x 2","4.60 x 2",4.5,500,mid,225000,3315,2681,55.71%,0.42920747085897,ISOI,N/A,"09:38:07 ET"
DELL,557.735,2026-09-18,Call,572.5,7,"14.00 x 53","14.05 x 2",13.9,160,bid,222400,261,103,65.24%,0.40615520827085,AUTO,N/A,"10:02:25 ET"
DELL,558.7,2026-09-25,Call,570,14,"21.80 x 2","22.55 x 6",22.11,100,mid,221100,254,146,60.51%,0.46030814240007,MLET,N/A,"12:36:44 ET"
DELL,561.441,2026-09-11,Call,557.5,0,"5.20 x 1","5.60 x 160",5.5,400,mid,220000,4204,342,21.98%,0.73563016148497,AUTO,N/A,"14:39:44 ET"
DELL,561.26,2026-09-18,Call,590,7,"8.20 x 4","8.50 x 2",8.33,263,mid,219000,701,735,60.69%,0.29285676948556,MLET,N/A,"12:30:47 ET"
DELL,541.9201,2026-09-11,Call,545,0,"4.05 x 10","4.35 x 398",4.35,498,ask,216600,3315,2681,55.71%,0.42920747085897,AUTO,N/A,"09:36:40 ET"
DELL,541.9201,2026-09-11,Call,545,0,"4.15 x 1","4.25 x 498",4.25,498,ask,211600,3315,2681,55.71%,0.42920747085897,AUTO,N/A,"09:36:49 ET"
DELL,541.9201,2026-09-25,Put,515,14,"15.00 x 109","15.80 x 23",15,141,bid,211500,157,271,60.97%,-0.3101963522,AUTO,N/A,"09:39:57 ET"
DELL,561.2,2026-09-11,Call,550,0,"9.75 x 1","10.50 x 198",10.5,198,ask,207900,6784,1761,22.22%,0.96072720785127,AUTO,N/A,"13:52:12 ET"
DELL,566.72,2026-10-16,Put,500,35,"15.25 x 2","16.10 x 105",15.5,130,mid,201500,904,1660,62.21%,-0.2233199001,AUTO,N/A,"15:56:25 ET"
DELL,561.26,2026-09-11,Call,555,0,"7.45 x 1","7.90 x 1",7.63,263,mid,200600,4051,1052,31.95%,0.75463053188268,MLET,N/A,"12:30:47 ET"
DELL,564.34,2026-09-11,Call,557.5,0,"9.75 x 1","10.15 x 1",9.91,200,mid,198200,1818,342,51.49%,0.6816879423034,MLET,N/A,"10:53:23 ET"
DELL,558.7,2026-09-11,Call,540,0,"19.25 x 1","20.25 x 1",19.81,100,mid,198000,2868,1376,57.98%,0.87449447521134,MLET,N/A,"12:36:44 ET"
DELL,559.23,2026-09-11,Call,550,0,"8.95 x 1","9.25 x 1",9.14,200,mid,182800,5798,1761,39.69%,0.79433051568841,MLET,N/A,"11:14:47 ET"
DELL,561.26,2026-09-18,Call,570,7,"15.00 x 8","15.20 x 1",15.09,119,mid,179500,1958,673,60.77%,0.44654006403565,MLET,N/A,"12:32:17 ET"
DELL,561.09,2026-09-11,Put,565,0,"8.05 x 1","8.45 x 8",8.27,199,mid,164500,652,50,54.89%,-0.5897471525,MLAT,N/A,"10:11:29 ET"
DELL,541.5691,2026-09-11,Call,527.5,0,"7.45 x 1","8.10 x 100",8.1,200,ask,162000,414,590,52.43%,0.83717376994611,ISOI,N/A,"09:33:08 ET"
DELL,552.06,2026-09-11,Put,550,0,"5.30 x 1","5.55 x 2",5.3,300,bid,159000,1571,340,52.91%,-0.4394434458,AUTO,N/A,"09:57:12 ET"
DELL,547.155,2026-09-18,Call,600,7,"3.40 x 1","3.60 x 1",3.5,436,mid,152600,1410,8831,66.69%,0.17216644996446,AUTO,N/A,"09:44:15 ET"
DELL,564.34,2026-09-11,Call,565,0,"4.85 x 12","5.20 x 5",5.06,300,mid,151700,6691,576,47.64%,0.48747820163315,MLET,N/A,"10:56:09 ET"
DELL,561.26,2026-10-23,Call,700,42,"11.40 x 131","12.10 x 72",11.4,131,bid,149300,318,7,64.17%,0.18694269874487,AUTO,N/A,"12:29:50 ET"
DELL,561.8528,2026-09-11,Call,555,0,"7.15 x 1","7.45 x 1",7.41,200,mid,148200,4846,1052,21.12%,0.87104378370707,MLET,N/A,"14:37:41 ET"
DELL,561.26,2026-09-11,Call,550,0,"12.05 x 50","12.05 x 76",12.1,120,ask,145200,6226,1761,33.33%,0.88177215550645,AUTO,N/A,"12:30:48 ET"
DELL,559.365,2026-10-23,Call,680,42,"14.50 x 100","16.50 x 128",14.5,100,bid,145000,212,16,64.65%,0.22237924347444,AUTO,N/A,"11:08:16 ET"
DELL,561.23,2026-09-18,Put,530,7,"6.65 x 13","6.85 x 2",6.74,200,mid,134800,1377,420,61.30%,-0.2347250177,MLET,N/A,"14:45:16 ET"
DELL,565.9,2026-09-11,Call,562.5,0,"7.10 x 5","7.30 x 1",7.1,180,bid,127800,2820,576,45.53%,0.60650606062897,AUTO,N/A,"10:21:50 ET"
DELL,559.23,2026-09-11,Put,555,0,"3.35 x 12","3.50 x 10",3.5,350,ask,122500,5021,10,39.04%,-0.3489424376,AUTO,N/A,"11:14:13 ET"
DELL,541.5691,2026-09-11,Call,547.5,0,"1.01 x 1","1.01 x 164",1.01,1190,ask,120100,2320,2251,54.96%,0.35785812531691,AUTO,N/A,"09:32:05 ET"
DELL,552.06,2026-09-11,Call,550,0,"7.80 x 1","8.00 x 2",8,150,ask,120000,4139,1761,51.10%,0.56249997053974,AUTO,N/A,"09:55:07 ET"
DELL,561.09,2026-09-11,Call,562.5,0,"5.80 x 8","6.00 x 2",6,198,ask,118800,1631,576,51.58%,0.46928603679315,AUTO,N/A,"10:10:51 ET"
DELL,559.23,2026-09-11,Call,555,0,"5.65 x 9","5.90 x 6",5.76,200,mid,115200,3376,1052,38.66%,0.65260091834224,MLET,N/A,"11:14:47 ET"
DELL,559.28,2026-10-30,Call,750,49,"7.05 x 46","8.05 x 142",8.05,142,ask,114300,148,0,65.27%,0.13797674397753,AUTO,BuyToOpen,"15:21:51 ET"
DELL,557.34,2026-09-18,Call,590,7,"7.20 x 1","7.55 x 3",7.28,156,mid,113500,908,735,60.26%,0.26320955930815,MLET,N/A,"14:01:05 ET"
DELL,541.9201,2026-09-11,Call,545,0,"4.80 x 2","5.20 x 1",5,225,mid,112500,3315,2681,55.71%,0.42920747085897,MLET,N/A,"09:38:01 ET"
DELL,541.9201,2026-09-11,Call,545,0,"3.20 x 1","3.65 x 1",3.45,325,mid,112100,3315,2681,55.71%,0.42920747085897,AUTO,N/A,"09:38:53 ET"
DELL,547.155,2026-09-18,Call,600,7,"3.40 x 318","3.50 x 5",3.4,318,bid,108100,1410,8831,66.69%,0.17216644996446,AUTO,N/A,"09:42:55 ET"
DELL,565.6951,2026-09-11,Call,565,0,"5.40 x 200","5.70 x 10",5.4,200,bid,108000,4701,576,49.89%,0.52539651652489,AUTO,N/A,"10:35:11 ET"
DELL,561.8528,2026-09-18,Call,605,7,"5.15 x 2","5.30 x 8",5.17,200,mid,103400,588,29,60.97%,0.2041002951733,MLET,N/A,"14:37:41 ET"
DELL,560.15,2026-09-11,Put,560,0,"6.50 x 152","6.50 x 7",6.5,159,ask,103300,795,3,57.25%,-0.4895260806,AUTO,N/A,"10:07:28 ET"
DELL,560.1431,2026-09-11,Put,565,0,"4.90 x 1","5.35 x 1",5.16,200,mid,103200,7481,50,13.79%,-0.8859392155,TLET,N/A,"15:27:20 ET"
DELL,563.445,2026-09-18,Call,600,7,"6.85 x 150","6.90 x 15",6.85,150,bid,102700,5553,8831,61.68%,0.24627943247306,AUTO,N/A,"15:52:02 ET"
DELL,557.34,2026-09-18,Call,595,7,"6.10 x 1","6.40 x 2",6.32,156,mid,98500,441,78,60.29%,0.23140853933687,MLET,N/A,"14:01:05 ET"
DELL,558.65,2026-09-11,Put,565,0,"7.15 x 1","7.50 x 130",7.5,130,ask,97500,7132,50,19.55%,-0.8660073696,AUTO,N/A,"15:14:26 ET"
DELL,565.31,2026-09-18,Call,600,7,"7.55 x 9","7.75 x 2",7.8,124,ask,96700,3299,8831,63.75%,0.26642227371094,AUTO,N/A,"10:50:31 ET"
DELL,562.5,2026-10-16,Call,700,35,"8.90 x 60","9.30 x 100",9.3,100,ask,93000,1335,2176,65.34%,0.1673559874585,AUTO,N/A,"11:01:50 ET"
DELL,558.0099,2026-09-11,Put,560,0,"4.60 x 8","4.80 x 1",4.6,200,bid,91900,10659,3,30.78%,-0.5833714336,AUTO,N/A,"12:42:21 ET"
DELL,561.441,2026-09-18,Call,590,7,"8.40 x 3","8.60 x 1",8.5,106,mid,90100,1119,735,61.24%,0.29610720007877,MLET,N/A,"14:41:56 ET"
DELL,541.9201,2026-09-11,Call,547.5,0,"3.85 x 2","4.15 x 1",4,225,mid,90000,2801,2251,54.23%,0.3644964633846,MLET,N/A,"09:38:01 ET"
DELL,561.441,2026-09-11,Call,557.5,0,"5.35 x 1","5.60 x 160",5.6,160,ask,89600,4204,342,21.98%,0.73563016148497,AUTO,N/A,"14:40:01 ET"
DELL,565.6951,2026-09-11,Put,570,0,"8.35 x 2","8.85 x 1",8.53,104,mid,88700,333,3,47.02%,-0.6161734352,MLET,N/A,"10:33:52 ET"
DELL,566.72,2026-09-18,Put,530,7,"5.75 x 10","5.85 x 1",5.79,150,mid,86800,2041,420,62.18%,-0.2039864396,MLAT,N/A,"15:57:36 ET"
DELL,559.7,2026-09-11,Put,560,0,"1.72 x 1","1.96 x 209",1.96,424,ask,83100,15956,3,14.55%,-0.5232171705,AUTO,N/A,"15:30:44 ET"
DELL,562.5,2026-09-11,Put,570,0,"8.05 x 2","8.45 x 4",8.23,100,mid,82300,602,3,44.47%,-0.7119927088,MLET,N/A,"10:58:59 ET"
DELL,561.441,2026-09-11,Call,555,0,"6.90 x 4","7.25 x 1",7.14,106,mid,75600,5086,1052,22.67%,0.83963600435774,MLET,N/A,"14:41:56 ET"
DELL,559.365,2026-09-11,Put,565,0,"7.15 x 2","7.50 x 100",7.5,100,ask,75000,4923,50,39.69%,-0.6818473864,AUTO,N/A,"11:09:18 ET"
DELL,557.735,2026-09-11,Put,560,0,"7.00 x 107","7.20 x 7",7,107,bid,74900,412,3,57.23%,-0.5474102492,AUTO,N/A,"10:01:04 ET"
DELL,559.82,2026-09-11,Call,560,0,"7.30 x 1","7.40 x 101",7.4,101,ask,74700,5325,933,47.96%,0.5011921618419,AUTO,N/A,"10:13:42 ET"
DELL,561.441,2026-09-18,Put,530,7,"6.55 x 9","6.75 x 13",6.62,111,mid,73400,1171,420,61.30%,-0.2333583365,MLET,N/A,"14:39:44 ET"
DELL,557.735,2026-09-11,Put,550,0,"3.50 x 40","3.55 x 1",3.5,200,bid,70000,2159,340,57.47%,-0.313765405,AUTO,N/A,"10:02:02 ET"
DELL,562.5,2026-09-11,Put,567.5,0,"6.50 x 8","6.85 x 8",6.7,100,mid,67000,343,0,44.40%,-0.644101268,MLET,N/A,"10:58:59 ET"
DELL,562,2026-09-11,Put,560,0,"3.25 x 200","3.30 x 10",3.3,200,ask,66000,8464,3,35.62%,-0.4184563572,AUTO,N/A,"11:40:33 ET"
DELL,552.06,2026-09-11,Call,555,0,"5.40 x 8","5.70 x 1",5.55,118,mid,65400,1462,1052,50.61%,0.42638174526078,MLET,N/A,"09:55:10 ET"
DELL,563.61,2026-09-11,Call,575,0,"1.59 x 8","1.75 x 1",1.61,400,mid,64400,2570,984,49.10%,0.22116412656245,MLET,N/A,"10:31:49 ET"
DELL,562.5,2026-09-11,Put,565,0,"6.35 x 10","6.40 x 100",6.35,100,bid,63500,3949,50,43.67%,-0.5718762574,AUTO,N/A,"11:00:34 ET"
DELL,558.2825,2026-09-18,Put,520,7,"5.10 x 39","5.10 x 19",5.1,120,ask,61200,1815,957,61.01%,-0.1868275634,AUTO,N/A,"15:11:51 ET"
DELL,557.34,2026-09-11,Put,557.5,0,"2.25 x 2","2.50 x 54",2.5,242,ask,60500,5684,4,25.58%,-0.503879459,ISOI,N/A,"14:00:57 ET"
DELL,565.1042,2026-09-11,Put,560,0,"3.30 x 179","3.30 x 1",3.3,179,ask,59000,3429,3,48.27%,-0.3529661084,AUTO,N/A,"10:22:50 ET"
DELL,552.06,2026-09-18,Put,475,7,"1.25 x 468","1.32 x 6",1.25,468,bid,58500,566,950,68.46%,-0.0505976777,AUTO,N/A,"09:53:05 ET"
DELL,564.34,2026-09-11,Call,565,0,"5.55 x 173","5.55 x 1",5.5,106,bid,58300,6691,576,47.64%,0.48747820163315,AUTO,N/A,"10:55:04 ET"
DELL,560.85,2026-11-20,Put,380,70,"5.25 x 6","5.70 x 18",5.7,102,ask,58100,216,324,67.01%,-0.0677004604,AUTO,N/A,"15:36:23 ET"
DELL,561.09,2026-09-11,Call,565,0,"3.90 x 1","4.10 x 2",3.97,144,mid,57100,1667,576,51.71%,0.40444727895521,MLET,N/A,"10:09:28 ET"
DELL,563.6751,2026-10-16,Put,400,35,"1.92 x 1","2.01 x 5",2,284,mid,56800,1085,2164,67.24%,-0.0387374359,AUTO,N/A,"11:32:49 ET"
DELL,559.53,2026-09-11,Call,560,0,"3.65 x 16","3.80 x 1",3.8,148,ask,56200,7887,933,34.32%,0.48669087508722,AUTO,N/A,"11:21:58 ET"
DELL,552.06,2026-09-11,Call,557.5,0,"4.30 x 12","4.70 x 3",4.48,118,mid,52800,641,342,50.46%,0.36027867737384,MLET,N/A,"09:55:10 ET"
DELL,561.8528,2026-09-18,Call,625,7,"2.56 x 2","2.66 x 6",2.64,200,mid,52800,392,4,61.66%,0.11551617145732,MLET,ToOpen,"14:37:41 ET"
DELL,564.34,2026-09-11,Put,565,0,"5.00 x 100","5.20 x 5",5,100,bid,50000,3456,50,40.46%,-0.5166648822,AUTO,N/A,"10:57:06 ET"
DELL,561.23,2026-09-18,Put,505,7,"2.44 x 6","2.52 x 2",2.49,200,mid,49800,1254,74,62.85%,-0.1032816108,MLET,N/A,"14:45:16 ET"
DELL,558.97,2026-09-11,Call,557.5,0,"4.65 x 1","5.15 x 5",4.9,100,mid,49000,2979,342,32.34%,0.56757932995295,AUTO,N/A,"13:01:08 ET"
DELL,566.72,2026-09-18,Put,515,7,"3.15 x 1","3.30 x 10",3.21,150,mid,48100,563,170,62.78%,-0.1249336041,MLAT,N/A,"15:57:36 ET"
DELL,564.34,2026-09-11,Call,575,0,"1.49 x 4","1.64 x 2",1.56,300,mid,46800,3297,984,45.75%,0.22010112204686,MLET,N/A,"10:56:09 ET"
DELL,541.5691,2026-09-11,Call,537.5,0,"2.07 x 1","2.30 x 2",2.31,200,ask,46200,432,471,54.99%,0.61073619507296,AUTO,N/A,"09:32:43 ET"
DELL,561.09,2026-09-11,Call,567.5,0,"3.05 x 10","3.25 x 1",3.15,144,mid,45300,865,176,52.02%,0.34323009736921,MLET,N/A,"10:09:28 ET"
DELL,541.5691,2026-09-11,Call,547.5,0,"2.27 x 1","2.50 x 9",2.27,197,bid,44700,2320,2251,54.96%,0.35785812531691,AUTO,N/A,"09:34:07 ET"
DELL,563.6751,2027-01-15,Put,270,126,"2.82 x 10","2.83 x 30",2.83,157,ask,44400,306,111,72.96%,-0.0251547779,AUTO,N/A,"11:36:02 ET"
DELL,541.5691,2026-09-11,Call,540,0,"2.23 x 1","2.55 x 100",2.55,173,ask,44100,830,1376,54.95%,0.54732134828099,AUTO,N/A,"09:32:05 ET"
DELL,560.84,2026-09-11,Put,560,0,"4.35 x 8","4.40 x 100",4.4,100,ask,44000,5936,3,41.57%,-0.4667217252,AUTO,N/A,"11:04:44 ET"
DELL,541.9201,2026-09-11,Call,545,0,"3.15 x 1","3.45 x 325",3.45,127,ask,43800,3315,2681,55.71%,0.42920747085897,AUTO,N/A,"09:38:51 ET"
DELL,557.82,2026-09-18,Put,510,7,"3.40 x 25","3.45 x 389",3.4,125,bid,42500,1037,740,61.64%,-0.1358455147,AUTO,N/A,"15:04:21 ET"
DELL,560.84,2026-09-11,Call,562.5,0,"4.10 x 13","4.35 x 8",4.19,100,mid,41900,3635,576,38.52%,0.44694482803594,MLET,N/A,"11:05:02 ET"
DELL,565.1042,2026-09-18,Put,500,7,"2.39 x 175","2.39 x 8",2.39,175,ask,41800,1248,1448,66.71%,-0.0842025743,AUTO,N/A,"10:25:00 ET"
DELL,557.44,2026-09-25,Put,480,14,"3.00 x 16","3.10 x 90",3,134,bid,40200,526,1389,61.32%,-0.0942614231,AUTO,N/A,"15:00:49 ET"
DELL,558.97,2026-09-11,Call,557.5,0,"3.85 x 1","4.20 x 7",4.02,100,mid,40100,2979,342,32.34%,0.56757932995295,MLAT,N/A,"12:58:26 ET"
DELL,558.67,2026-09-11,Call,557.5,0,"3.70 x 1","4.00 x 10",3.8,100,mid,38000,2565,342,31.63%,0.55606569943332,AUTO,N/A,"12:42:40 ET"
DELL,560.85,2026-09-18,Put,510,7,"2.94 x 7","3.05 x 9",2.95,125,mid,36800,1280,740,62.06%,-0.1239629268,AUTO,N/A,"15:34:56 ET"
DELL,567,2026-09-11,Call,565,0,"2.11 x 1","2.45 x 3",2.3,159,mid,36500,17186,576,12.37%,0.71439657516589,AUTO,N/A,"15:59:08 ET"
DELL,563.61,2026-09-11,Call,580,0,"0.86 x 7","0.93 x 1",0.91,400,mid,36400,2905,1091,49.55%,0.1362443715517,MLET,N/A,"10:31:49 ET"
DELL,560.43,2026-09-11,Put,560,0,"1.70 x 9","1.80 x 100",1.8,200,ask,36000,13893,3,20.36%,-0.4663150024,AUTO,N/A,"14:53:43 ET"
DELL,559.23,2026-09-11,Put,550,0,"1.67 x 1","1.76 x 1",1.76,200,ask,35200,10040,340,40.31%,-0.2092866216,AUTO,N/A,"11:15:19 ET"
DELL,560.03,2026-09-11,Put,557.5,0,"3.35 x 1","3.50 x 8",3.44,100,mid,34400,3002,4,37.70%,-0.4033469367,SLAN,N/A,"11:22:41 ET"
DELL,561.09,2026-09-11,Put,550,0,"2.47 x 7","2.48 x 137",2.47,137,bid,33800,3371,340,55.41%,-0.2386883192,AUTO,N/A,"10:10:02 ET"
DELL,558.585,2026-09-11,Call,565,0,"1.05 x 1","1.16 x 1",1.12,300,mid,33600,12045,576,30.22%,0.23765646813915,MLET,N/A,"13:05:45 ET"
DELL,561.441,2026-09-18,Call,620,7,"3.05 x 9","3.25 x 2",3.15,106,mid,33300,1036,1123,62.13%,0.13497842573698,MLET,N/A,"14:41:56 ET"
DELL,562.4451,2026-09-11,Call,570,0,"1.05 x 1","1.11 x 299",1.11,299,ask,33100,8703,1070,32.85%,0.22115743408058,AUTO,N/A,"12:06:45 ET"
DELL,562.4451,2026-09-18,Call,620,7,"3.15 x 7","3.40 x 3",3.28,100,mid,32800,466,1123,61.91%,0.13862252676154,MLET,N/A,"12:06:49 ET"
DELL,541.5691,2026-09-11,Call,547.5,0,"0.91 x 1","1.00 x 1556",1,324,ask,32400,2320,2251,54.96%,0.35785812531691,AUTO,N/A,"09:32:04 ET"
DELL,562,2026-09-11,Call,565,0,"2.91 x 1","3.10 x 11",3.1,100,ask,31000,9150,576,33.97%,0.38666938248266,SLAN,N/A,"11:38:46 ET"
DELL,566.72,2026-09-11,Put,565,0,"2.40 x 2","2.74 x 2",2.57,119,mid,30500,8322,50,14.25%,-0.3356426811,TLET,N/A,"15:53:42 ET"
DELL,557.735,2026-09-11,Call,572.5,0,"1.40 x 9","1.55 x 1",1.5,200,mid,30000,514,243,54.50%,0.18257988603035,MLET,N/A,"10:00:21 ET"
DELL,563.6301,2026-09-11,Call,565,0,"2.48 x 120","2.51 x 1",2.48,120,bid,29700,8426,576,36.58%,0.45472334364156,AUTO,N/A,"11:30:34 ET"
DELL,562.5,2026-09-11,Call,575,0,"0.91 x 8","1.00 x 292",1,292,ask,29200,3683,984,39.87%,0.14766067511503,AUTO,N/A,"11:00:47 ET"
DELL,561,2026-09-11,Put,555,0,"1.60 x 182","1.64 x 9",1.6,182,bid,29100,6640,10,33.87%,-0.2662494764,AUTO,N/A,"12:13:13 ET"
DELL,563.6751,2026-09-11,Call,570,0,"1.78 x 125","1.79 x 6",1.79,159,ask,28400,7357,1070,35.42%,0.27676751020092,AUTO,N/A,"11:33:09 ET"
DELL,564.255,2026-09-11,Put,560,0,"2.80 x 1","2.86 x 3",2.8,100,bid,28000,8702,3,35.76%,-0.3369578656,AUTO,N/A,"11:43:43 ET"
DELL,559.23,2026-09-11,Put,552.5,0,"2.20 x 3360","2.21 x 66",2.2,126,bid,27700,2274,4,39.46%,-0.2727451245,AUTO,N/A,"11:13:02 ET"
DELL,541.5691,2026-09-11,Put,525,0,"2.20 x 25","2.38 x 1",2.2,125,bid,27500,447,886,57.84%,-0.1465026593,AUTO,N/A,"09:34:09 ET"
DELL,558.0099,2026-09-11,Call,560,0,"2.12 x 10","2.35 x 2",2.26,120,mid,27100,9924,933,31.27%,0.41850329376942,MLET,N/A,"12:40:32 ET"
DELL,561.441,2026-09-18,Put,505,7,"2.37 x 2","2.46 x 1",2.42,111,mid,26800,1053,74,62.75%,-0.1021861257,MLET,N/A,"14:39:44 ET"
DELL,541.5691,2026-09-11,Put,525,0,"1.60 x 123","1.76 x 8",1.6,160,bid,25600,447,886,57.84%,-0.1465026593,AUTO,N/A,"09:34:59 ET"
DELL,561.23,2026-09-11,Call,565,0,"1.19 x 9","1.35 x 1",1.27,200,mid,25400,14510,576,21.70%,0.280740913991,AUTO,N/A,"14:45:27 ET"
DELL,566.72,2026-09-11,Call,565,0,"2.09 x 1","2.50 x 7",2.23,105,mid,23400,16905,576,11.71%,0.6973555310783,MLET,N/A,"15:56:43 ET"
DELL,560.43,2026-09-11,Put,560,0,"1.85 x 23","1.87 x 5",1.85,123,bid,22700,13893,3,20.36%,-0.4663150024,AUTO,N/A,"14:53:56 ET"
DELL,559.7235,2026-09-11,Call,560,0,"1.75 x 1","1.94 x 1",1.84,123,mid,22600,12155,933,26.05%,0.49066756887085,MLET,N/A,"14:05:07 ET"
DELL,565.6951,2026-09-11,Put,555,0,"2.06 x 8","2.27 x 1",2.17,104,mid,22500,2643,10,50.00%,-0.2264049951,MLET,N/A,"10:33:52 ET"
DELL,552.06,2026-09-11,Put,535,0,"1.11 x 200","1.20 x 5",1.11,200,bid,22200,1529,615,54.86%,-0.131743949,AUTO,N/A,"09:56:39 ET"
DELL,559.7235,2026-09-11,Call,560,0,"1.75 x 1","1.96 x 1",1.87,118,mid,22000,12155,933,26.05%,0.49066756887085,MLET,N/A,"14:05:07 ET"
