Symbol,Price~,"Exp Date",DTE,Type,Strike,Moneyness,Bid,Latest,Ask,Volume,"Open Int",Vol/OI,"Imp Vol",IV,Delta,Time
SNDK,1699.49,2026-09-04,0,Put,"1,600.00",-5.11%,0.15,0.17,0.2,10844,484,22.4,73.07%,51.35%,-0.011146,"12:12 ET"
AAPL,321.01,2026-09-04,0,Call,322.50,-0.47%,0.34,0.34,0.35,160954,7580,21.23,24.75%,12.79%,0.266328,"12:12 ET"
EQT,54.94,2026-10-16,42,Put,50.00,-8.93%,0.41,0.46,0.45,14062,666,21.11,29.65%,28.68%,-0.148995,"10:58 ET"
ARM,251.92,2026-09-11,7,Call,270.00,-7.24%,2.36,2.45,2.54,4996,239,20.9,60.49%,59.83%,0.214449,"12:11 ET"
KR,58.61,2026-09-11,7,Call,60.00,-2.49%,1.04,1.09,1.16,8805,439,20.06,35.00%,51.73%,0.387865,"12:12 ET"
AMD,472.16,2026-09-04,0,Put,467.50,-0.53%,0.45,0.48,0.48,7186,364,19.74,47.65%,24.66%,-0.147629,"12:12 ET"
POET,7.76,2026-09-25,21,Call,8.50,-9.82%,0.33,0.34,0.35,11766,600,19.61,81.65%,82.17%,0.362011,"12:12 ET"
KR,58.61,2026-09-11,7,Call,61.00,-4.20%,0.75,0.76,0.82,8799,452,19.47,35.00%,51.86%,0.303593,"11:57 ET"
LULU,100.39,2026-09-11,7,Put,99.00,-1.09%,1.75,1.76,1.81,2169,112,19.37,40.96%,43.72%,-0.398274,"12:10 ET"
MU,999.71,2026-09-09,5,Call,995.00,+0.27%,24.5,25,25,2788,144,19.36,60.61%,44.26%,0.569917,"12:12 ET"
META,612.2,2026-09-04,0,Put,605.00,-1.07%,0.26,0.27,0.29,16226,850,19.09,34.15%,18.30%,-0.099444,"12:12 ET"
TSLA,352.16,2026-09-04,0,Put,352.50,+0.22%,1.95,1.98,1.98,137062,7204,19.03,39.93%,26.28%,-0.504937,"12:12 ET"
MU,999.71,2026-09-04,0,Call,"1,020.00",-2.24%,1.03,1.03,1.08,45042,2387,18.87,60.61%,30.10%,0.134267,"12:12 ET"
CELH,31.03,2026-09-11,7,Put,30.50,-1.52%,0.71,0.75,0.8,4620,245,18.86,53.89%,60.40%,-0.392034,"12:09 ET"
TSLA,352.16,2026-09-09,5,Call,397.50,-13.02%,0.25,0.27,0.26,5285,282,18.74,39.93%,53.73%,0.030303,"11:56 ET"
TSLA,352.16,2026-09-04,0,Put,355.00,+0.93%,3.65,3.71,3.75,137296,7373,18.62,39.93%,29.50%,-0.681377,"12:12 ET"
DAL,79.91,2026-09-11,7,Call,81.00,-1.38%,0.77,0.81,0.87,5736,310,18.5,37.69%,28.47%,0.381263,"12:11 ET"
ADBE,267.83,2026-09-04,0,Call,270.00,-0.72%,0.36,0.35,0.45,3014,164,18.38,51.00%,19.72%,0.248773,"12:12 ET"
LULU,100.39,2026-09-04,0,Put,98.00,-2.09%,0.1,0.11,0.12,11758,648,18.15,40.96%,37.72%,-0.113992,"12:12 ET"
VST,148.4,2026-11-20,77,Call,195.00,-31.71%,2,2.04,2.37,2682,148,18.12,42.06%,48.99%,0.141067,"11:35 ET"
AMD,472.16,2026-09-09,5,Call,475.00,-1.06%,7.7,7.89,8.1,4644,257,18.07,47.65%,37.97%,0.489292,"12:12 ET"
DHT,20.71,2026-10-16,42,Call,23.00,-10.95%,0.3,0.4,0.45,10115,561,18.03,39.68%,42.09%,0.233073,"12:11 ET"
NVDA,231.3,2026-10-09,35,Put,230.00,-0.42%,8.65,8.7,8.75,2373,133,17.84,33.81%,33.56%,-0.451765,"12:11 ET"
TSLA,352.16,2026-09-09,5,Put,357.50,+1.64%,8.85,9,8.95,7943,452,17.57,39.93%,36.80%,-0.619971,"12:11 ET"
PURR,12.14,2026-09-11,7,Call,12.50,-3.91%,0.5,0.5,0.55,5312,307,17.3,95.45%,99.29%,0.45074,"11:59 ET"
BBY,89.93,2026-09-18,14,Put,85.00,-5.47%,0.65,0.8,0.9,4321,251,17.22,34.72%,36.79%,-0.205227,"11:47 ET"
NVDA,231.3,2026-09-09,5,Put,235.00,+1.75%,5.25,5.35,5.35,4525,263,17.21,33.81%,27.73%,-0.688472,"12:11 ET"
TSLA,352.16,2026-09-09,5,Call,352.50,-0.22%,5.75,5.78,5.85,9027,526,17.16,39.93%,35.09%,0.509714,"12:12 ET"
INTC,95.44,2026-09-04,0,Put,94.00,-0.93%,0.09,0.1,0.1,14019,822,17.05,57.20%,25.90%,-0.143578,"12:12 ET"
SKHY,171.38,2026-09-04,0,Put,170.00,-0.32%,0.43,0.5,0.54,1811,107,16.93,59.77%,30.67%,-0.283062,"12:10 ET"
SNDK,1699.49,2026-09-04,0,Call,"1,670.00",+0.96%,33,32.9,34.2,2690,159,16.92,73.07%,39.07%,0.812703,"12:10 ET"
XP,20.08,2026-11-20,77,Call,20.00,+0.35%,1.95,2.05,2.2,3140,197,15.94,44.02%,56.12%,0.553029,"12:05 ET"
APLD,26.25,2026-09-11,7,Put,25.50,-2.60%,0.57,0.61,0.63,3197,205,15.6,82.67%,64.55%,-0.358365,"12:06 ET"
TSLA,352.16,2026-09-04,0,Put,350.00,-0.49%,0.85,0.85,0.87,179253,11683,15.34,39.93%,24.96%,-0.296061,"12:12 ET"
AXP,327.64,2026-09-11,7,Call,330.00,-0.85%,2.25,2.2,2.67,2326,152,15.3,22.71%,18.68%,0.409073,"11:02 ET"
NVDA,231.3,2026-09-09,5,Put,230.00,-0.42%,2.43,2.46,2.47,22242,1454,15.3,33.81%,27.94%,-0.431224,"12:12 ET"
NVDA,231.3,2026-09-11,7,Put,232.50,+0.67%,4.8,4.8,4.85,6912,453,15.26,33.81%,32.46%,-0.540424,"12:11 ET"
TSLA,352.16,2026-09-04,0,Put,357.50,+1.64%,5.7,5.72,5.8,57779,3795,15.23,39.93%,32.47%,-0.800695,"12:12 ET"
TSLA,352.16,2026-09-04,0,Put,347.50,-1.20%,0.33,0.34,0.34,57571,3801,15.15,39.93%,25.27%,-0.141045,"12:12 ET"
BMNR,25.05,2026-10-16,42,Put,19.00,-24.51%,0.36,0.39,0.41,3826,253,15.12,75.42%,75.66%,-0.110521,"11:59 ET"
SMCI,40.44,2026-09-11,7,Call,40.50,-1.68%,1.4,1.44,1.48,6411,425,15.08,71.04%,66.31%,0.509522,"12:12 ET"
INTC,95.44,2026-09-09,5,Call,101.00,-6.45%,0.48,0.5,0.5,4899,331,14.8,57.20%,49.70%,0.169766,"12:11 ET"
TSLA,352.16,2026-09-09,5,Put,342.50,-2.62%,2.02,2.04,2.06,4038,275,14.68,39.93%,35.20%,-0.235266,"12:12 ET"
NVDA,231.3,2026-10-09,35,Put,235.00,+1.75%,11.25,11.19,11.4,2592,177,14.64,33.81%,33.41%,-0.535315,"12:10 ET"
TSLA,352.16,2026-09-04,0,Call,362.50,-3.06%,0.18,0.19,0.19,58911,4062,14.5,39.93%,35.69%,0.065236,"12:12 ET"
NVDA,231.3,2026-09-18,14,Put,232.50,+0.67%,6.6,6.65,6.7,4349,302,14.4,33.81%,33.47%,-0.517958,"12:11 ET"
TSLA,352.16,2026-09-09,5,Call,362.50,-3.06%,2.46,2.45,2.48,8524,608,14.02,39.93%,37.26%,0.268907,"12:12 ET"
POET,7.76,2026-10-02,28,Call,8.50,-9.82%,0.41,0.44,0.45,2358,170,13.87,81.65%,81.97%,0.391466,"12:05 ET"
SNDK,1699.49,2026-09-04,0,Call,"1,685.00",+0.07%,21.8,21.66,22.6,1501,109,13.77,73.07%,38.10%,0.676639,"12:12 ET"
MU,999.71,2026-09-04,0,Put,"1,010.00",+1.23%,10.6,10.6,10.95,1539,112,13.74,60.61%,29.87%,-0.685221,"12:12 ET"
AAPL,321.01,2026-09-04,0,Put,320.00,-0.31%,0.35,0.36,0.36,129567,9550,13.57,24.75%,12.10%,-0.28229,"12:12 ET"
MU,999.71,2026-09-04,0,Call,"1,015.00",-1.73%,1.65,1.75,1.75,14772,1104,13.38,60.61%,28.79%,0.203556,"12:12 ET"
T,25.92,2026-09-11,7,Call,25.00,+3.59%,0.95,0.97,1.03,4928,370,13.32,23.51%,24.54%,0.862051,"11:49 ET"
MRVL,220.93,2026-09-04,0,Put,217.50,-1.47%,0.23,0.23,0.24,7754,584,13.28,59.85%,28.26%,-0.141007,"12:12 ET"
LULU,100.39,2026-09-11,7,Put,90.00,-10.08%,0.09,0.1,0.12,4323,326,13.26,40.96%,45.83%,-0.039915,"12:11 ET"
TRIP,9.39,2028-01-21,504,Put,3.00,-67.91%,0.1,0.16,0.25,4900,371,13.21,46.17%,75.28%,-0.036663,"10:29 ET"
META,612.2,2026-09-04,0,Put,610.00,-0.25%,1.17,1.21,1.25,14565,1115,13.06,34.15%,17.43%,-0.330213,"12:12 ET"
CORZ,17.93,2026-09-11,7,Put,17.50,-2.29%,0.37,0.41,0.45,1892,146,12.96,68.32%,60.88%,-0.374282,"10:50 ET"
AVNT,43.46,2026-09-18,14,Call,45.00,-3.54%,0.45,0.53,0.55,2005,156,12.85,35.79%,31.46%,0.302573,"12:12 ET"
NKE,38.42,2026-09-11,7,Call,38.00,+0.86%,0.86,0.86,0.88,10941,855,12.8,40.21%,27.40%,0.644595,"12:12 ET"
TSLA,352.16,2026-09-09,5,Call,357.50,-1.64%,3.8,3.75,3.85,8245,649,12.7,39.93%,36.06%,0.378669,"12:11 ET"
MSFT,500.85,2026-09-04,0,Call,502.50,-0.36%,0.58,0.6,0.63,10435,825,12.65,23.69%,11.30%,0.318216,"12:12 ET"
META,612.2,2026-09-04,0,Call,612.50,-0.16%,1.97,2,2.06,22743,1843,12.34,34.15%,16.21%,0.495051,"12:12 ET"
AMZN,256.15,2026-09-09,5,Call,247.50,+3.38%,8.85,9.13,9.3,1544,127,12.16,29.20%,20.79%,0.927901,"12:12 ET"
TSLA,352.16,2026-09-09,5,Put,355.00,+0.93%,7.25,7.3,7.35,13977,1160,12.05,39.93%,36.26%,-0.557506,"12:12 ET"
SNDK,1699.49,2026-09-04,0,Put,"1,610.00",-4.52%,0.2,0.22,0.25,1623,135,12.02,73.07%,48.37%,-0.014746,"12:12 ET"
LULU,100.39,2026-09-18,14,Call,105.00,-4.91%,1.55,1.6,1.67,1763,147,11.99,40.96%,42.56%,0.312311,"12:12 ET"
FIG,24.43,2026-09-11,7,Put,23.00,-5.93%,0.26,0.28,0.29,2217,191,11.61,69.73%,60.72%,-0.223062,"12:01 ET"
ASML,1708.56,2026-09-04,0,Put,"1,700.00",-0.45%,1.9,2.67,4,1541,133,11.59,41.94%,17.99%,-0.292387,"11:58 ET"
FIGR,35.92,2026-09-11,7,Put,35.00,-2.64%,0.8,0.85,1.05,2689,234,11.49,75.35%,69.43%,-0.368559,"11:45 ET"
EYPT,4.6,2026-11-20,77,Put,2.50,-45.05%,0.65,0.8,0.9,5217,454,11.49,149.30%,274.53%,-0.131204,"11:41 ET"
TSLA,352.16,2026-09-09,5,Call,360.00,-2.35%,3.05,3.1,3.1,21839,1917,11.39,39.93%,36.61%,0.320462,"12:12 ET"
RARE,15.63,2028-01-21,504,Call,35.00,-123.93%,1,1.72,2.4,1901,167,11.38,60.82%,69.49%,0.303763,"10:45 ET"
INTC,95.44,2026-10-02,28,Put,95.00,+0.13%,5.6,5.6,5.7,5169,455,11.36,57.20%,56.38%,-0.454957,"12:09 ET"
DELL,521.24,2026-09-04,0,Put,522.50,+0.89%,4.1,4.23,4.4,2247,203,11.07,59.61%,36.57%,-0.519287,"12:12 ET"
SNDK,1699.49,2026-09-04,0,Put,"1,570.00",-6.89%,0.05,0.14,0.15,2323,210,11.06,73.07%,60.94%,-0.005739,"12:11 ET"
TSLA,352.16,2026-09-09,5,Put,352.50,+0.22%,5.8,5.85,5.95,10951,992,11.04,39.93%,35.81%,-0.491136,"12:12 ET"
TSLA,352.16,2026-09-04,0,Call,365.00,-3.78%,0.1,0.11,0.11,81410,7413,10.98,39.93%,37.86%,0.038048,"12:12 ET"
TSLA,352.16,2026-09-04,0,Put,345.00,-1.91%,0.15,0.15,0.16,46503,4311,10.79,39.93%,27.70%,-0.068883,"12:12 ET"
AAPL,321.01,2026-10-09,35,Call,345.00,-7.48%,2.31,2.37,2.44,3146,292,10.77,24.75%,23.97%,0.187897,"12:06 ET"
IOT,40.71,2026-09-04,0,Call,41.00,-1.74%,0.3,0.4,0.4,2228,207,10.76,56.35%,61.05%,0.391792,"12:11 ET"
MU,999.71,2026-09-04,0,Call,"1,030.00",-3.24%,0.36,0.37,0.39,20445,1912,10.69,60.61%,32.23%,0.053224,"12:12 ET"
TSLA,352.16,2026-09-09,5,Put,337.50,-4.04%,1.09,1.1,1.11,2197,206,10.67,39.93%,35.66%,-0.143316,"12:12 ET"
CIFR,17.68,2026-09-11,7,Call,19.00,-7.16%,0.38,0.4,0.41,11726,1100,10.66,90.10%,90.36%,0.300423,"12:09 ET"
TSLA,352.16,2026-09-09,5,Call,355.00,-0.93%,4.7,4.72,4.75,15765,1483,10.63,39.93%,35.53%,0.442198,"12:12 ET"
IREN,43.48,2026-09-04,0,Put,43.00,-0.60%,0.12,0.12,0.13,3820,360,10.61,79.38%,33.95%,-0.265546,"12:09 ET"
GLW,151.72,2026-09-04,0,Call,149.00,+2.76%,2.37,3.3,4.15,3073,290,10.6,55.39%,49.70%,0.760808,"12:04 ET"
TSLA,352.16,2026-09-04,0,Call,357.50,-1.64%,0.58,0.59,0.59,89279,8438,10.58,39.93%,30.99%,0.188971,"12:12 ET"
HOOD,123.09,2026-09-04,0,Call,123.00,+0.69%,0.75,0.79,0.79,12429,1180,10.53,62.03%,28.96%,0.516371,"12:12 ET"
LRCX,303.66,2026-09-11,7,Call,320.00,-5.70%,2.72,3,3.15,1569,150,10.46,56.70%,50.30%,0.242689,"12:09 ET"
HIMS,27.66,2026-09-11,7,Call,28.50,-2.78%,0.55,0.57,0.6,4459,428,10.42,65.94%,61.03%,0.373415,"12:10 ET"
AAPL,321.01,2026-09-04,0,Call,320.00,+0.31%,1.44,1.47,1.48,123694,11898,10.4,24.75%,11.15%,0.734492,"12:12 ET"
TSLA,352.16,2026-09-04,0,Call,352.50,-0.22%,1.82,1.85,1.85,47638,4592,10.37,39.93%,25.70%,0.495419,"12:12 ET"
ORCL,157.77,2026-09-11,7,Call,177.50,-12.66%,2.84,2.82,2.96,7376,717,10.29,66.57%,104.92%,0.232356,"12:06 ET"
AAPL,321.01,2026-10-09,35,Call,320.00,+0.31%,10.6,10.75,11.05,1680,166,10.12,24.75%,24.56%,0.550325,"12:00 ET"
MU,999.71,2026-09-09,5,Call,"1,030.00",-3.24%,10.55,10.75,10.75,2599,258,10.07,60.61%,45.51%,0.316898,"12:12 ET"
SOLS,64.67,2026-10-16,42,Put,60.00,-7.46%,1.65,2.07,2.25,1001,100,10.01,46.53%,46.69%,-0.282037,"11:35 ET"
CAMT,146.15,2027-01-15,133,Call,140.00,+4.11%,26.7,27.7,29.2,1051,105,10.01,70.79%,75.68%,0.609662,"11:34 ET"
SMCI,40.44,2026-09-11,7,Call,43.00,-7.96%,0.61,0.61,0.62,7390,761,9.71,71.04%,68.73%,0.273212,"12:11 ET"
LULU,100.39,2026-09-04,0,Put,101.00,+0.91%,1.12,1.22,1.33,5376,555,9.69,40.96%,40.45%,-0.621667,"12:11 ET"
NBIS,216.7,2026-10-16,42,Call,195.00,+9.44%,33.45,33.9,35.35,1390,144,9.65,77.88%,77.44%,0.707194,"11:41 ET"
TSLA,352.16,2026-09-11,7,Call,357.50,-1.64%,5.55,5.6,5.6,7650,793,9.65,39.93%,39.64%,0.411885,"12:12 ET"
SNDK,1699.49,2026-09-04,0,Call,"1,660.00",+1.55%,41.7,40.8,42.6,2372,247,9.6,73.07%,39.69%,0.87811,"12:11 ET"
AMD,472.16,2026-09-04,0,Put,465.00,-1.06%,0.24,0.26,0.28,6230,650,9.58,47.65%,26.50%,-0.086208,"12:11 ET"
AVGO,356.38,2026-09-04,0,Call,360.00,-1.09%,0.32,0.32,0.36,43956,4596,9.56,34.98%,21.07%,0.165172,"12:12 ET"
CCL,23.57,2026-10-09,35,Call,30.00,-27.66%,0.04,0.1,0.11,1010,106,9.53,42.95%,46.20%,0.055108,"12:03 ET"
SNDK,1699.49,2026-09-04,0,Call,"1,730.00",-2.60%,3.8,3.8,4.1,2754,295,9.34,73.07%,39.87%,0.202273,"12:11 ET"
DELL,521.24,2026-09-04,0,Put,525.00,+1.37%,5.7,5.8,6.05,2035,220,9.25,59.61%,38.34%,-0.612219,"12:12 ET"
TSLA,352.16,2026-09-04,0,Call,360.00,-2.35%,0.33,0.34,0.34,129261,13987,9.24,39.93%,33.60%,0.112926,"12:12 ET"
AVGO,356.38,2026-09-16,12,Call,400.00,-12.32%,0.61,0.62,0.74,1476,160,9.23,34.98%,40.28%,0.061649,"12:09 ET"
SNDK,1699.49,2026-09-04,0,Call,"1,680.00",+0.36%,25.4,25.19,26.2,2840,308,9.22,73.07%,38.51%,0.726471,"12:12 ET"
MSFT,500.85,2026-09-04,0,Put,502.50,+0.36%,1.89,2.06,2.24,13074,1418,9.22,23.69%,11.89%,-0.674975,"12:12 ET"
TSLA,352.16,2026-09-09,5,Call,367.50,-4.49%,1.59,1.58,1.6,2995,326,9.19,39.93%,38.77%,0.186107,"12:11 ET"
SNDK,1699.49,2026-09-11,7,Call,"1,850.00",-9.72%,18.7,18.6,19.3,2213,241,9.18,73.07%,70.96%,0.210359,"12:11 ET"
NVDA,231.3,2026-09-04,0,Call,232.50,-0.67%,0.27,0.27,0.28,311034,34372,9.05,33.81%,16.19%,0.240858,"12:12 ET"
CIFR,17.68,2026-09-11,7,Put,17.00,-4.12%,0.53,0.54,0.55,12090,1338,9.04,90.10%,86.48%,-0.353528,"12:10 ET"
TSLA,352.16,2026-09-09,5,Call,347.50,+1.20%,8.45,8.5,8.6,1153,128,9.01,39.93%,34.54%,0.647095,"12:12 ET"
META,612.2,2026-09-04,0,Put,612.50,+0.16%,2.22,2.19,2.3,5471,615,8.9,34.15%,17.44%,-0.505127,"12:12 ET"
MU,999.71,2026-09-04,0,Call,"1,005.00",-0.73%,4.4,4.35,4.5,23004,2587,8.89,60.61%,27.22%,0.429602,"12:12 ET"
MSFT,500.85,2026-09-04,0,Put,500.00,-0.14%,0.62,0.62,0.7,32641,3699,8.82,23.69%,10.83%,-0.347879,"12:12 ET"
AMZN,256.15,2026-09-04,0,Put,255.00,-0.46%,0.19,0.19,0.2,43846,4979,8.81,29.20%,12.08%,-0.212903,"12:12 ET"
LRCX,303.66,2026-09-11,7,Call,330.00,-9.00%,1.26,1.3,1.59,1485,169,8.79,56.70%,51.66%,0.134001,"11:55 ET"
VFC,13.35,2026-09-11,7,Put,13.00,-2.40%,0.12,0.15,0.17,1080,125,8.64,36.48%,38.80%,-0.307198,"11:33 ET"
LULU,100.39,2026-09-04,0,Put,99.00,-1.09%,0.28,0.28,0.33,7556,876,8.63,40.96%,38.65%,-0.25094,"12:11 ET"
AMD,472.16,2026-09-04,0,Call,472.50,-0.53%,3.05,3.05,3.15,16656,1931,8.63,47.65%,24.56%,0.586221,"12:12 ET"
U,41.66,2026-10-16,42,Call,49.00,-18.04%,0.71,0.82,0.92,1237,144,8.59,52.80%,52.40%,0.211012,"11:46 ET"
AVGO,356.38,2026-09-04,0,Call,357.50,-0.38%,0.88,0.88,0.91,10090,1187,8.5,34.98%,19.84%,0.360049,"12:12 ET"
BRK.B,505.61,2026-09-11,7,Put,500.00,-1.18%,1.13,1.25,1.28,2341,278,8.42,13.75%,12.24%,-0.237931,"12:09 ET"
TSLA,352.16,2026-09-09,5,Call,345.00,+1.91%,10.1,9.9,10.2,1517,182,8.34,39.93%,34.29%,0.71225,"12:10 ET"
AMZN,256.15,2026-09-09,5,Put,257.50,+0.52%,3.25,3.32,3.45,4319,520,8.31,29.20%,22.87%,-0.561575,"12:08 ET"
AAPL,321.01,2026-09-11,7,Call,322.50,-0.47%,4.2,4.2,4.3,5437,654,8.31,24.75%,27.07%,0.468892,"12:11 ET"
TSLA,352.16,2026-09-18,14,Call,362.50,-3.06%,7.05,6.95,7.15,4057,489,8.3,39.93%,40.36%,0.381672,"12:10 ET"
AMD,472.16,2026-09-04,0,Put,462.50,-1.60%,0.12,0.14,0.16,3101,377,8.23,47.65%,28.05%,-0.048483,"12:12 ET"
KHC,24.95,2026-09-11,7,Call,25.50,-2.00%,0.14,0.16,0.16,20356,2483,8.2,26.91%,25.28%,0.281464,"12:07 ET"
PEP,138.22,2026-09-11,7,Call,139.00,-0.38%,0.98,1.05,1.08,1112,136,8.18,22.34%,18.01%,0.417259,"12:09 ET"
U,41.66,2026-09-04,0,Put,41.00,-1.23%,0.06,0.15,0.21,1259,154,8.18,52.80%,43.37%,-0.24117,"11:06 ET"
MRVL,220.93,2028-06-16,651,Put,120.00,-45.64%,16.15,16.31,16.9,842,103,8.17,59.85%,65.39%,-0.115089,"12:07 ET"
DELL,521.24,2026-09-04,0,Put,515.00,-0.56%,1.08,1.18,1.19,4971,612,8.12,59.61%,33.35%,-0.217648,"12:11 ET"
PATH,15.25,2026-09-04,0,Call,15.00,+1.38%,0.36,0.34,0.39,8331,1027,8.11,58.46%,47.52%,0.819535,"12:12 ET"
META,612.2,2026-09-09,5,Call,612.50,-0.16%,7.45,7.56,7.55,1321,163,8.1,34.15%,26.00%,0.508953,"12:12 ET"
MCD,256.76,2026-09-04,0,Call,257.50,-0.37%,0.17,0.23,0.24,1383,171,8.09,20.06%,8.85%,0.280654,"12:05 ET"
CIFR,17.68,2026-09-11,7,Call,19.50,-9.98%,0.27,0.28,0.3,2541,314,8.09,90.10%,90.77%,0.233638,"12:07 ET"
SNDK,1699.49,2026-09-04,0,Put,"1,580.00",-6.30%,0.1,0.15,0.2,1460,181,8.07,73.07%,59.40%,-0.008493,"12:09 ET"
FRO,46.39,2026-09-18,14,Call,49.00,-5.44%,0.45,0.51,0.65,3416,425,8.04,48.45%,42.07%,0.251284,"11:09 ET"
AAOI,105.78,2026-09-11,7,Call,110.00,-4.25%,2.9,3.04,3.2,5057,633,7.99,85.78%,81.74%,0.386705,"12:12 ET"
AMAT,454.86,2026-09-11,7,Call,460.00,-1.17%,8.6,9.7,10.05,1117,142,7.87,50.48%,45.45%,0.448814,"12:10 ET"
DELL,521.24,2026-09-04,0,Put,520.00,+0.40%,2.8,2.94,3.05,3672,474,7.75,59.61%,35.31%,-0.416488,"12:12 ET"
NVDA,231.3,2026-09-16,12,Call,235.00,-1.75%,3.5,3.65,3.65,5056,658,7.68,33.81%,30.86%,0.400337,"12:10 ET"
DELL,521.24,2026-09-04,0,Put,512.50,-1.04%,0.62,0.68,0.68,1936,253,7.65,59.61%,32.94%,-0.141402,"12:12 ET"
COIN,185.35,2026-09-11,7,Call,192.50,-3.32%,3.45,3.65,3.75,3757,492,7.64,63.77%,61.93%,0.351601,"12:08 ET"
GOOGL,337.99,2026-09-09,5,Call,342.50,-1.33%,1.59,1.57,1.68,3127,412,7.59,27.45%,20.87%,0.311654,"12:08 ET"
LULU,100.39,2026-09-11,7,Put,95.00,-5.09%,0.55,0.59,0.6,2027,268,7.56,40.96%,43.50%,-0.172521,"12:10 ET"
GLW,151.72,2026-09-11,7,Call,167.50,-9.31%,0.49,0.59,0.65,1067,143,7.46,55.39%,55.29%,0.105736,"12:10 ET"
