Symbol,Price~,Exp Date,DTE,Type,Strike,Moneyness,Bid,Latest,Ask,Volume,Open Int,Vol/OI,Imp Vol,IV,Delta,Time
MSFT,499.7,2026-09-09,4,Call,505.00,-1.06%,2.1,2.22,2.25,5457,126,43.31,24.61%,20.31%,0.318934,2026-09-05
TSLA,354.08,2026-09-09,4,Call,352.50,+0.45%,5.95,6.05,6.1,22023,526,41.87,40.37%,34.70%,0.5605,2026-09-05
LULU,100.61,2026-09-11,6,Put,104.00,+3.37%,4.25,4.3,4.55,3876,101,38.38,41.44%,45.22%,-0.70427,2026-09-05
POET,7.92,2026-09-25,20,Call,8.50,-7.32%,0.39,0.41,0.42,22737,600,37.9,83.67%,84.78%,0.402481,2026-09-05
TSLA,354.08,2026-09-09,4,Call,347.50,+1.86%,9,9,9.15,4665,128,36.45,40.37%,34.25%,0.709608,2026-09-05
DAL,80.17,2026-09-11,6,Call,82.00,-2.28%,0.49,0.54,0.66,5938,163,36.43,38.25%,30.80%,0.294142,2026-09-05
AMZN,258.51,2026-09-09,4,Call,250.00,+3.29%,8.65,8.99,9.25,6883,191,36.04,30.40%,25.72%,0.898219,2026-09-05
HPQ,32.64,2026-09-11,6,Call,33.00,-1.10%,0.45,0.45,0.62,3980,111,35.86,46.01%,41.74%,0.429076,2026-09-05
MOS,25.85,2026-09-11,6,Put,24.00,-7.16%,0.1,0.13,0.15,10178,285,35.71,46.75%,54.05%,-0.134099,2026-09-05
CRWV,89.36,2026-09-18,13,Put,87.00,-2.64%,3.7,3.8,3.85,4315,127,33.98,76.04%,74.02%,-0.393925,2026-09-05
MSFT,499.7,2026-10-02,27,Call,565.00,-13.07%,0.54,0.61,0.71,5016,148,33.89,24.61%,25.62%,0.044806,2026-09-05
AI,10.46,2026-09-11,6,Call,11.00,-5.16%,0.1,0.13,0.13,45808,1423,32.19,60.75%,56.85%,0.259124,2026-09-05
PL,18.12,2026-11-20,76,Call,26.00,-43.49%,0.5,0.56,0.6,5889,184,32.01,69.89%,73.94%,0.189788,2026-09-05
ENPH,36.37,2026-09-11,6,Call,37.00,-1.73%,0.65,0.75,0.8,3099,104,29.8,62.10%,53.31%,0.417452,2026-09-05
TSLA,354.08,2026-09-09,4,Put,342.50,-3.27%,1.33,1.35,1.36,7999,275,29.09,40.37%,36.08%,-0.181736,2026-09-05
APLD,26.37,2026-09-11,6,Put,26.50,+0.49%,0.92,1.02,1.09,3520,124,28.39,83.75%,69.99%,-0.501877,2026-09-05
CIFR,17.74,2026-09-11,6,Put,18.00,+1.47%,0.99,1.05,1.27,12237,434,28.2,96.25%,109.50%,-0.512023,2026-09-05
AMD,477.57,2026-09-09,4,Call,475.00,+0.54%,9.95,10.17,10.45,7201,257,28.02,49.79%,44.01%,0.559147,2026-09-05
AMZN,258.51,2026-09-09,4,Put,270.00,+4.44%,11.35,11.6,12.35,2800,100,28,30.40%,32.49%,-0.89747,2026-09-05
TSLA,354.08,2026-09-09,4,Put,357.50,+0.97%,7.25,7.3,7.35,12469,452,27.59,40.37%,36.99%,-0.587635,2026-09-05
PL,18.12,2026-10-16,41,Call,20.00,-10.38%,1,1.05,1.1,8680,319,27.21,69.89%,71.33%,0.391266,2026-09-05
TSLA,354.08,2026-09-09,4,Call,397.50,-12.26%,0.25,0.26,0.26,7527,282,26.69,40.37%,58.08%,0.031065,2026-09-05
ARM,252.09,2026-09-11,6,Call,270.00,-7.10%,2.76,2.82,2.9,6204,239,25.96,64.23%,68.03%,0.230683,2026-09-05
AAPL,319.97,2026-09-11,6,Call,295.00,+7.80%,24.8,26.71,25.75,2591,100,25.91,25.16%,33.59%,0.972544,2026-09-05
TSLA,354.08,2026-09-09,4,Call,362.50,-2.38%,2.3,2.34,2.34,15686,608,25.8,40.37%,36.73%,0.280397,2026-09-05
META,616.77,2026-09-09,4,Call,612.50,+0.69%,10.1,10.2,10.25,4186,163,25.68,35.99%,30.10%,0.597812,2026-09-05
IREN,44.68,2027-03-19,195,Call,65.00,-45.48%,6.9,7.05,7.15,14126,558,25.32,87.42%,95.19%,0.43632,2026-09-05
TSLA,354.08,2026-09-09,4,Call,357.50,-0.97%,3.8,3.83,3.85,16261,649,25.06,40.37%,35.70%,0.409864,2026-09-05
NVDA,230.36,2026-09-09,4,Put,230.00,-0.16%,2.48,2.59,2.65,35698,1454,24.55,34.41%,28.88%,-0.469621,2026-09-05
MU,1016.59,2026-09-09,4,Call,995.00,+2.12%,33.25,34.3,36.4,3496,144,24.28,64.65%,52.68%,0.664204,2026-09-05
INTC,95.8,2026-09-09,4,Call,101.00,-5.43%,0.63,0.64,0.67,8028,331,24.25,61.80%,58.39%,0.203612,2026-09-05
NN,15.18,2026-09-11,6,Call,18.00,-18.58%,0.6,0.65,0.7,42755,1779,24.03,115.72%,201.15%,0.298224,2026-09-05
CIFR,17.74,2026-11-20,76,Call,28.00,-57.84%,0.73,0.95,1.2,4087,171,23.9,96.25%,104.36%,0.240653,2026-09-05
INTC,95.8,2026-09-09,4,Call,99.00,-3.34%,1.03,1.05,1.07,4757,204,23.32,61.80%,56.42%,0.301129,2026-09-05
TSLA,354.08,2026-09-09,4,Call,360.00,-1.67%,2.96,2.99,3,44099,1917,23,40.37%,36.11%,0.341158,2026-09-05
LULU,100.61,2026-09-11,6,Put,99.00,-1.60%,1.49,1.49,1.6,2576,112,23,41.44%,44.70%,-0.374864,2026-09-05
AMD,477.57,2026-09-09,4,Call,480.00,-0.51%,7.65,7.9,7.9,9267,411,22.55,49.79%,44.27%,0.469005,2026-09-05
SHEL,92.95,2026-09-11,6,Call,95.00,-2.21%,0.3,0.3,0.45,2296,103,22.29,22.66%,23.11%,0.23575,2026-09-05
TSLA,354.08,2026-09-09,4,Call,355.00,-0.26%,4.8,4.8,4.85,33017,1483,22.26,40.37%,35.16%,0.483532,2026-09-05
MU,1016.59,2026-09-09,4,Call,1030.00,-1.32%,15.45,16.58,17,5720,258,22.17,64.65%,51.79%,0.417826,2026-09-05
PURR,12.18,2026-09-11,6,Call,12.50,-2.63%,0.45,0.62,0.65,6633,307,21.61,99.96%,110.27%,0.456774,2026-09-05
EQT,55.17,2026-10-16,41,Put,50.00,-9.37%,0.21,0.45,0.46,14095,666,21.16,30.64%,27.53%,-0.12693,2026-09-05
TSLA,354.08,2026-09-09,4,Put,355.00,+0.26%,5.8,5.8,5.9,24512,1160,21.13,40.37%,36.77%,-0.516001,2026-09-05
TSLA,354.08,2026-09-09,4,Put,352.50,-0.45%,4.5,4.54,4.6,20937,992,21.11,40.37%,36.33%,-0.442279,2026-09-05
MU,1016.59,2026-09-09,4,Call,1100.00,-8.20%,2.66,2.75,2.87,8998,432,20.83,64.65%,56.91%,0.098984,2026-09-05
KR,58.59,2026-09-11,6,Call,60.00,-2.41%,0.94,1.12,1.19,9036,439,20.58,35.40%,55.15%,0.382685,2026-09-05
VST,149.3,2026-11-20,76,Call,195.00,-30.61%,2.15,2.39,2.54,2997,148,20.25,43.63%,49.43%,0.148393,2026-09-05
MARA,11.31,2026-09-11,6,Call,11.50,-1.68%,0.39,0.41,0.41,43655,2184,19.99,83.23%,83.40%,0.461445,2026-09-05
NVDA,230.36,2026-09-09,4,Put,235.00,+2.01%,5.55,5.75,5.8,5206,263,19.79,34.41%,29.01%,-0.737521,2026-09-05
KR,58.59,2026-09-11,6,Call,61.00,-4.11%,0.75,0.78,0.83,8896,452,19.68,35.40%,56.64%,0.302795,2026-09-05
NVDA,230.36,2026-09-11,6,Call,257.50,-11.78%,0.1,0.11,0.11,11795,600,19.66,34.41%,42.64%,0.022737,2026-09-05
MU,1016.59,2026-09-09,4,Call,1010.00,+0.65%,24.5,25.67,27.05,5499,282,19.5,64.65%,52.26%,0.560957,2026-09-05
CELH,30.66,2026-09-11,6,Put,30.50,-0.52%,0.87,0.9,1,4732,245,19.31,54.71%,65.29%,-0.456135,2026-09-05
WULF,16.51,2026-09-11,6,Call,17.50,-6.00%,0.32,0.33,0.38,11618,602,19.3,81.57%,87.29%,0.312065,2026-09-05
TSLA,354.08,2026-09-09,4,Call,367.50,-3.79%,1.37,1.39,1.4,6270,326,19.23,40.37%,38.10%,0.18327,2026-09-05
TSLA,354.08,2026-09-09,4,Call,345.00,+2.56%,10.8,10.87,11.1,3495,182,19.2,40.37%,34.68%,0.771773,2026-09-05
INTC,95.8,2026-09-11,6,Call,101.00,-5.43%,1.25,1.33,1.41,8719,462,18.87,61.80%,65.26%,0.279614,2026-09-05
NVDA,230.36,2026-09-11,6,Put,232.50,+0.93%,4.95,5.16,5.45,8519,453,18.81,34.41%,34.67%,-0.570255,2026-09-05
DAL,80.17,2026-09-11,6,Call,81.00,-1.04%,0.79,0.85,0.98,5828,310,18.8,38.25%,30.16%,0.406579,2026-09-05
SMCI,39.59,2026-09-11,6,Put,40.00,+1.04%,1.65,1.68,1.76,2557,136,18.8,73.04%,73.86%,-0.522557,2026-09-05
SKHY,177,2028-01-21,503,Call,175.00,+1.13%,55.15,57.53,58.8,2362,127,18.6,64.02%,65.19%,0.681029,2026-09-05
NVDA,230.36,2026-10-09,34,Put,230.00,-0.16%,8.95,9.12,9.3,2466,133,18.54,34.41%,34.33%,-0.464303,2026-09-05
IREN,44.68,2026-09-11,6,Call,46.50,-4.07%,1.16,1.2,1.26,8560,464,18.45,87.42%,84.92%,0.379477,2026-09-05
LULU,100.61,2026-09-18,13,Call,105.00,-4.36%,1.6,1.65,1.7,2710,147,18.44,41.44%,43.42%,0.321136,2026-09-05
DHT,20.87,2026-10-16,41,Call,23.00,-10.21%,0.4,0.48,0.5,10163,561,18.12,42.19%,44.10%,0.259993,2026-09-05
AAPL,319.97,2026-09-11,6,Call,322.50,-0.79%,3.55,3.65,3.75,11806,654,18.05,25.16%,28.83%,0.428556,2026-09-05
BBY,90.27,2026-09-18,13,Put,85.00,-5.84%,0.6,0.8,0.8,4355,251,17.35,34.99%,37.85%,-0.190431,2026-09-05
AMZN,258.51,2026-09-09,4,Put,262.50,+1.54%,4.9,5.24,5.35,5108,298,17.14,30.40%,25.21%,-0.711973,2026-09-05
TSLA,354.08,2026-09-09,4,Put,337.50,-4.68%,0.66,0.67,0.68,3529,206,17.13,40.37%,36.84%,-0.101629,2026-09-05
ON,74.38,2026-09-11,6,Call,75.00,-0.83%,1.43,1.56,1.82,2598,152,17.09,55.46%,49.73%,0.464548,2026-09-05
AMD,477.57,2026-09-09,4,Call,482.50,-1.03%,6.6,6.85,6.85,2099,123,17.07,49.79%,44.38%,0.424925,2026-09-05
GE,337.12,2027-01-15,132,Put,300.00,-11.01%,10.3,10.55,10.8,14718,862,17.07,29.14%,34.13%,-0.23552,2026-09-05
OXY,60.04,2026-09-11,6,Call,61.00,-1.60%,0.45,0.48,0.5,9235,547,16.88,30.95%,27.96%,0.338677,2026-09-05
VZ,50.14,2026-09-11,6,Put,49.00,-2.27%,0.14,0.16,0.17,7634,453,16.85,22.74%,21.36%,-0.199607,2026-09-05
XP,19.86,2026-11-20,76,Call,20.00,-0.70%,1.85,1.95,2.05,3263,197,16.56,47.09%,56.28%,0.536245,2026-09-05
APLD,26.37,2026-09-11,6,Put,25.50,-3.30%,0.53,0.56,0.59,3383,205,16.5,83.75%,70.63%,-0.336707,2026-09-05
AMZN,258.51,2026-09-09,4,Put,265.00,+2.51%,6,7.32,7.4,7579,464,16.33,30.40%,19.17%,-0.892296,2026-09-05
MSTR,142.8,2026-09-11,6,Call,146.00,-2.24%,4.25,4.4,4.4,5584,345,16.19,75.03%,77.88%,0.43405,2026-09-05
NVDA,230.36,2026-09-18,13,Put,232.50,+0.93%,6.8,6.97,7.05,4834,302,16.01,34.41%,34.00%,-0.539342,2026-09-05
BMNR,24.97,2026-10-16,41,Put,19.00,-23.91%,0.32,0.41,0.48,4043,253,15.98,76.42%,76.76%,-0.11414,2026-09-05
NFLX,78.25,2026-09-11,6,Call,79.00,-0.96%,0.96,0.99,0.99,11173,701,15.94,35.57%,32.25%,0.422436,2026-09-05
META,616.77,2026-09-09,4,Call,615.00,+0.29%,8.65,8.8,8.85,5416,344,15.74,35.99%,30.00%,0.54723,2026-09-05
CAMT,145.72,2027-01-15,132,Call,140.00,+3.93%,25.9,27.86,29.7,1642,105,15.64,71.50%,76.55%,0.606814,2026-09-05
TSLA,354.08,2026-09-09,4,Put,332.50,-6.09%,0.33,0.35,0.35,3660,236,15.51,40.37%,38.37%,-0.055387,2026-09-05
AXP,326.16,2026-09-11,6,Call,330.00,-1.18%,1.69,2.19,2.17,2332,152,15.34,22.98%,20.70%,0.339949,2026-09-05
AVNT,43.4,2026-09-18,13,Call,45.00,-3.69%,0.45,0.49,0.5,2388,156,15.31,38.71%,32.72%,0.291257,2026-09-05
NVDA,230.36,2026-10-09,34,Put,235.00,+2.01%,11.65,11.49,11.95,2674,177,15.11,34.41%,34.13%,-0.547469,2026-09-05
SMCI,39.59,2026-09-11,6,Call,42.00,-6.09%,0.63,0.63,0.67,15176,1008,15.06,73.04%,74.89%,0.287306,2026-09-05
MU,1016.59,2026-09-09,4,Call,1020.00,-0.34%,19.6,20.55,21.45,5990,401,14.94,64.65%,51.75%,0.489019,2026-09-05
MU,1016.59,2026-09-09,4,Put,940.00,-7.53%,2.21,2.25,2.42,4419,296,14.93,64.65%,55.59%,-0.083592,2026-09-05
TSLA,354.08,2026-09-09,4,Put,335.00,-5.39%,0.46,0.48,0.48,4679,315,14.85,40.37%,37.43%,-0.074539,2026-09-05
TSLA,354.08,2026-09-11,6,Call,357.50,-0.97%,5.6,5.65,5.7,11758,793,14.83,40.37%,39.25%,0.438788,2026-09-05
META,616.77,2026-09-09,4,Call,627.50,-1.74%,3.75,3.87,3.85,1490,101,14.75,35.99%,30.71%,0.305241,2026-09-05
T,25.68,2026-09-11,6,Call,25.00,+2.65%,0.72,0.78,0.87,5410,370,14.62,24.18%,27.72%,0.779491,2026-09-05
MSFT,499.7,2026-09-25,20,Call,555.00,-11.07%,0.42,0.44,0.48,5098,350,14.57,24.61%,24.72%,0.039419,2026-09-05
NKE,38.4,2026-09-11,6,Call,38.00,+1.04%,0.76,0.81,0.82,12235,855,14.31,41.86%,29.18%,0.616366,2026-09-05
POET,7.92,2026-10-02,27,Call,8.50,-7.32%,0.44,0.5,0.5,2403,170,14.14,83.67%,80.49%,0.420281,2026-09-05
CIFR,17.74,2026-09-11,6,Call,19.00,-7.10%,0.44,0.48,0.5,15455,1100,14.05,96.25%,103.28%,0.327242,2026-09-05
GOOGL,338.46,2026-09-11,6,Call,342.50,-1.19%,2.9,2.94,3.05,8187,596,13.74,28.49%,26.70%,0.377001,2026-09-05
AMZN,258.51,2026-09-09,4,Call,252.50,+2.32%,6.5,6.45,7.9,6891,511,13.49,30.40%,30.73%,0.776317,2026-09-05
DKNG,24.01,2026-09-11,6,Call,24.50,-2.04%,0.38,0.42,0.54,2957,221,13.38,50.59%,54.12%,0.402108,2026-09-05
CORZ,17.89,2026-09-11,6,Put,17.50,-2.18%,0.37,0.43,0.54,1952,146,13.37,69.85%,70.18%,-0.383781,2026-09-05
ADM,84.61,2026-10-16,41,Put,80.00,-5.45%,1.45,1.58,1.65,3298,247,13.35,32.00%,30.97%,-0.272432,2026-09-05
ORCL,158.78,2026-09-11,6,Call,177.50,-11.79%,3.45,3.5,3.6,9544,717,13.31,70.09%,119.65%,0.25864,2026-09-05
TSLA,354.08,2026-09-09,4,Call,350.00,+1.15%,7.4,7.45,7.5,16533,1250,13.23,40.37%,34.45%,0.637018,2026-09-05
TRIP,9.32,2028-01-21,503,Put,3.00,-67.81%,0.1,0.16,0.3,4900,371,13.21,46.93%,77.73%,-0.039791,2026-09-04
HIMS,27.71,2026-09-11,6,Call,28.50,-2.85%,0.55,0.57,0.6,5631,428,13.16,67.59%,63.33%,0.382723,2026-09-05
MU,1016.59,2026-09-09,4,Call,1060.00,-4.27%,7.05,8.1,8.1,1350,103,13.11,64.65%,52.94%,0.235798,2026-09-05
BE,252.87,2026-09-11,6,Call,350.00,-38.41%,0.41,0.46,0.46,1634,125,13.07,90.84%,127.77%,0.028809,2026-09-05
MU,1016.59,2026-09-09,4,Call,1080.00,-6.24%,4.3,4.5,4.65,1640,126,13.02,64.65%,54.44%,0.152334,2026-09-05
OXY,60.04,2026-09-11,6,Call,62.00,-3.26%,0.2,0.36,0.26,9532,736,12.95,30.95%,28.21%,0.194444,2026-09-05
VFC,13.45,2026-09-11,6,Put,13.00,-3.35%,0.08,0.12,0.13,1612,125,12.9,39.33%,40.47%,-0.246691,2026-09-05
AMD,477.57,2026-09-09,4,Call,492.50,-3.13%,3.65,3.6,3.75,1872,146,12.82,49.79%,45.74%,0.270693,2026-09-05
TSLA,354.08,2026-09-09,4,Put,347.50,-1.86%,2.56,2.59,2.6,9634,752,12.81,40.37%,35.97%,-0.299341,2026-09-05
SLS,13.86,2027-04-16,223,Call,30.00,-116.45%,4,4.4,4.8,2003,158,12.68,204.67%,172.94%,0.548777,2026-09-05
SMCI,39.59,2026-09-11,6,Call,43.00,-8.61%,0.44,0.49,0.48,9639,761,12.67,73.04%,76.79%,0.216524,2026-09-05
SMCI,39.59,2026-09-11,6,Put,39.00,-1.49%,1.14,1.15,1.17,1645,130,12.65,73.04%,71.68%,-0.414977,2026-09-05
META,616.77,2026-09-09,4,Put,605.00,-1.91%,3.2,3.29,3.3,2224,176,12.64,35.99%,30.66%,-0.265554,2026-09-05
AMAT,454.71,2026-09-11,6,Call,460.00,-1.16%,9.3,10,10.2,1781,142,12.54,53.35%,51.79%,0.446985,2026-09-05
MU,1016.59,2026-09-09,4,Call,1050.00,-3.29%,9.6,10.17,10.5,12115,971,12.48,64.65%,53.00%,0.291798,2026-09-05
MSFT,499.7,2026-09-09,4,Call,500.00,-0.06%,4,4.14,4.45,3076,248,12.4,24.61%,20.58%,0.499037,2026-09-05
LULU,100.61,2026-09-11,6,Put,95.00,-5.58%,0.47,0.48,0.5,3319,268,12.38,41.44%,45.62%,-0.153982,2026-09-05
AMAT,454.71,2027-03-19,195,Call,840.00,-84.73%,9.85,10.6,11.95,1793,145,12.37,53.35%,60.40%,0.129568,2026-09-05
AAPL,319.97,2026-09-09,4,Put,295.00,-7.80%,0.08,0.1,0.1,2041,165,12.37,25.16%,37.97%,-0.019112,2026-09-05
FIG,24.12,2026-09-11,6,Put,23.00,-4.64%,0.32,0.36,0.42,2351,191,12.31,70.48%,67.60%,-0.27491,2026-09-05
AAOI,105.53,2026-09-11,6,Call,110.00,-4.24%,2.7,2.85,3,7604,633,12.01,89.92%,85.89%,0.37588,2026-09-05
META,616.77,2026-09-09,4,Put,610.00,-1.10%,4.8,4.85,4.85,2737,228,12,35.99%,30.53%,-0.35533,2026-09-05
EYPT,4.58,2026-11-20,76,Put,2.50,-45.41%,0.45,0.75,1.1,5422,454,11.94,158.72%,275.42%,-0.132425,2026-09-05
SNOW,337.18,2026-09-11,6,Call,345.00,-2.32%,4.55,5,5,1730,145,11.93,43.58%,45.95%,0.363314,2026-09-05
SKHY,177,2026-09-18,13,Put,170.00,-3.95%,5.1,5.2,5.35,2533,213,11.89,64.02%,63.88%,-0.343068,2026-09-05
RARE,15.3,2028-01-21,503,Call,35.00,-128.76%,1.1,1.25,1.4,1983,167,11.87,59.42%,63.50%,0.253851,2026-09-05
TSLA,354.08,2026-09-18,13,Call,362.50,-2.38%,7.25,7.35,7.35,5787,489,11.83,40.37%,40.13%,0.399186,2026-09-05
AMD,477.57,2026-09-09,4,Call,485.00,-1.56%,5.75,5.7,5.9,3035,261,11.63,49.79%,44.71%,0.382853,2026-09-05
FIGR,35.96,2026-09-11,6,Put,35.00,-2.67%,0.65,0.83,1.1,2715,234,11.6,80.35%,72.04%,-0.365172,2026-09-05
MTUS,19.93,2026-09-18,13,Call,20.00,-0.35%,0.5,0.55,0.6,1182,102,11.59,33.54%,38.73%,0.496619,2026-09-05
INTC,95.8,2026-10-02,27,Put,95.00,-0.84%,5.7,5.89,5.95,5232,455,11.5,61.80%,61.09%,-0.442486,2026-09-05
COHR,281.86,2026-09-11,6,Call,300.00,-6.44%,3.5,3.5,5,1191,104,11.45,71.52%,73.80%,0.272355,2026-09-05
VST,149.3,2026-10-02,27,Call,160.00,-7.17%,3.2,3.3,3.5,1362,120,11.35,43.63%,44.21%,0.309421,2026-09-05
BURL,265.33,2026-09-18,13,Call,320.00,-20.60%,0.1,0.1,0.7,1299,115,11.3,38.03%,54.07%,0.038187,2026-09-05
META,616.77,2026-09-11,6,Put,610.00,-1.10%,7.6,7.7,7.75,1752,155,11.3,35.99%,34.57%,-0.389187,2026-09-05
TSLA,354.08,2026-09-11,6,Call,367.50,-3.79%,2.62,2.64,2.66,7062,628,11.25,40.37%,40.41%,0.248046,2026-09-05
KMB,104.96,2026-09-11,6,Call,109.00,-3.85%,0.2,0.22,0.25,1973,176,11.21,24.06%,25.94%,0.130406,2026-09-05
AMZN,258.51,2026-09-09,4,Call,255.00,+1.36%,4.75,4.8,4.95,6103,545,11.2,30.40%,24.85%,0.710175,2026-09-05
NFLX,78.25,2026-09-11,6,Put,77.00,-1.60%,0.69,0.71,0.71,3242,290,11.18,35.57%,31.25%,-0.33186,2026-09-05
LULU,100.61,2026-09-11,6,Put,97.00,-3.59%,0.87,0.89,0.9,1139,102,11.17,41.44%,44.74%,-0.24984,2026-09-05
APLD,26.37,2026-09-11,6,Call,28.50,-8.08%,0.25,0.28,0.36,6171,553,11.16,83.75%,73.94%,0.221912,2026-09-05
AMZN,258.51,2026-09-09,4,Put,257.50,-0.39%,2.03,2.22,2.26,5785,520,11.13,30.40%,24.68%,-0.429736,2026-09-05
AAPL,319.97,2026-10-09,34,Call,320.00,-0.01%,10.25,10.25,10.4,1844,166,11.11,25.16%,25.29%,0.530955,2026-09-05
AAPL,319.97,2026-10-09,34,Call,345.00,-7.82%,2.15,2.2,2.25,3244,292,11.11,25.16%,24.48%,0.176429,2026-09-05
INTC,95.8,2026-09-09,4,Put,92.00,-3.97%,0.68,0.71,0.74,2075,187,11.1,61.80%,53.31%,-0.224019,2026-09-05
LRCX,307.65,2026-09-11,6,Call,320.00,-4.01%,4.25,4.44,4.6,1662,150,11.08,60.00%,57.78%,0.313112,2026-09-05
HIMS,27.71,2026-10-09,34,Put,25.00,-9.78%,0.91,0.97,1.05,1213,110,11.03,67.59%,65.21%,-0.263825,2026-09-05
MU,1016.59,2026-09-09,4,Call,990.00,+2.62%,36.55,38.15,39.95,3148,286,11.01,64.65%,53.01%,0.695835,2026-09-05
MU,1016.59,2026-09-09,4,Call,1005.00,+1.14%,27.25,28.38,29.15,4403,400,11.01,64.65%,51.39%,0.597684,2026-09-05
AG,20.97,2026-09-11,6,Put,21.50,+2.53%,0.84,0.95,1.01,3107,284,10.94,62.31%,58.15%,-0.614987,2026-09-05
GOOGL,338.46,2026-09-09,4,Call,340.00,-0.46%,2.52,2.6,2.66,4311,395,10.91,28.49%,22.93%,0.43575,2026-09-05
AFRM,72.35,2026-09-11,6,Call,74.00,-2.28%,1.16,1.2,1.33,1504,138,10.9,51.73%,51.95%,0.383481,2026-09-05
AAPL,319.97,2026-09-09,4,Call,322.50,-0.79%,2.68,2.69,2.82,18976,1748,10.86,25.16%,28.61%,0.406694,2026-09-05
META,616.77,2026-09-09,4,Put,600.00,-2.72%,2.08,2.14,2.17,2347,217,10.82,35.99%,30.95%,-0.190245,2026-09-05
CMCSA,26.49,2026-09-11,6,Put,26.00,-1.85%,0.18,0.2,0.28,3749,349,10.74,30.20%,32.02%,-0.318738,2026-09-05
RIOT,21.8,2026-11-20,76,Call,29.00,-33.03%,1.28,1.44,1.69,1159,108,10.73,84.35%,89.24%,0.316182,2026-09-05
TSLA,354.08,2026-09-16,11,Call,360.00,-1.67%,7,6.95,7.2,1527,143,10.68,40.37%,38.90%,0.42246,2026-09-05
MU,1016.59,2026-09-11,6,Put,1000.00,-1.63%,21.95,22.2,23.15,3181,298,10.67,64.65%,58.87%,-0.39655,2026-09-05
NVDA,230.36,2026-09-16,11,Call,235.00,-2.01%,3.05,3.15,3.3,6985,658,10.62,34.41%,31.55%,0.374729,2026-09-05
CIFR,17.74,2027-03-19,195,Call,26.00,-46.56%,2.56,2.91,3.45,1324,125,10.59,96.25%,100.13%,0.449322,2026-09-05
TSLA,354.08,2026-09-09,4,Call,370.00,-4.50%,1.08,1.09,1.1,14702,1424,10.32,40.37%,39.11%,0.148211,2026-09-05
META,616.77,2026-09-11,6,Call,642.50,-4.17%,3,3.02,3.05,1060,103,10.29,35.99%,35.84%,0.196337,2026-09-05
NVDA,230.36,2026-09-09,4,Put,240.00,+4.18%,9.8,9.79,10.2,1369,134,10.22,34.41%,31.86%,-0.888103,2026-09-05
AG,20.97,2026-09-11,6,Put,20.50,-2.24%,0.38,0.42,0.44,1069,105,10.18,62.31%,58.56%,-0.364781,2026-09-05
SAP,215.11,2026-09-18,13,Put,202.50,-5.86%,1.55,1.85,2.3,2015,200,10.08,37.84%,40.27%,-0.202515,2026-09-05
MU,1016.59,2026-09-09,4,Call,1075.00,-5.75%,4.85,5.2,5.55,1077,107,10.07,64.65%,54.37%,0.172011,2026-09-05
SOLS,63.73,2026-10-16,41,Put,60.00,-5.85%,2,2.15,2.85,1004,100,10.04,50.48%,49.63%,-0.321206,2026-09-05
GOOGL,338.46,2026-09-09,4,Call,342.50,-1.19%,1.65,1.7,1.71,4120,412,10,28.49%,23.01%,0.320853,2026-09-05
UAL,111.38,2026-09-11,6,Put,107.00,-3.93%,0.56,0.64,0.83,1115,112,9.96,46.53%,39.68%,-0.211043,2026-09-05
FIGR,35.96,2026-09-11,6,Call,38.00,-5.67%,0.45,0.62,1.05,1151,116,9.92,80.35%,82.29%,0.321089,2026-09-05
